Plot Title: 9735547_SM_LM_B1_ctrl,,,,,,,,,,,,,,,
#,,"Date Time, GMT-06:00","Water Content, m³/m³ (LGR S/N: 9735547, SEN S/N: 2012371, LBL: LM_B1R)","Water Content, m³/m³ (LGR S/N: 9735547, SEN S/N: 2012373, LBL: LM_B1L)","PAR, uE (LGR S/N: 9735547, SEN S/N: 9700884, LBL: LM_B1L)","PAR, uE (LGR S/N: 9735547, SEN S/N: 9700885, LBL: LM_B1L)","PAR, uE (LGR S/N: 9735547, SEN S/N: 9711280, LBL: LM_B1R)","Temp, °F (LGR S/N: 9735547, SEN S/N: 9719166, LBL: LM_B1)","Temp, °F (LGR S/N: 9735547, SEN S/N: 9721330, LBL: LM_B1)","RH, % (LGR S/N: 9735547, SEN S/N: 9721330, LBL: LM_B1)","Voltage, V (LGR S/N: 9735547, SEN S/N: 9725497)","Solar Radiation, W/m² (LGR S/N: 9735547, SEN S/N: 9734394, LBL: LM_B1L)","Solar Radiation, W/m² (LGR S/N: 9735547, SEN S/N: 9734405, LBL: LM_B1L)","Solar Radiation, W/m² (LGR S/N: 9735547, SEN S/N: 9734418, LBL: LM_B1R)","Batt, V (LGR S/N: 9735547)"
Site,Treatment,Date.Time,SWC.right,SWC.left,PAR.up,PAR.left,PAR.right,ST.between,Air.T,RH,,SR.up,SR.left,SR.right,
LM,control,9/6/2019 20:30,-0.0513,0.0736,1.2,1.2,1.2,65.316,52.817,77.4,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/6/2019 20:40,-0.0513,0.0736,1.2,1.2,1.2,65.145,52.686,76.8,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/6/2019 20:50,-0.0513,0.0736,1.2,1.2,1.2,64.888,52.291,75.6,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/6/2019 21:00,-0.0513,0.0729,1.2,1.2,1.2,64.674,51.413,77,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/6/2019 21:10,-0.0513,0.0729,1.2,1.2,1.2,64.459,51.105,77.8,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/6/2019 21:20,-0.0513,0.0729,1.2,1.2,1.2,64.247,50.533,79,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/6/2019 21:30,-0.0513,0.0729,1.2,1.2,1.2,64.033,50.886,77.9,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/6/2019 21:40,-0.052,0.0729,1.2,1.2,1.2,63.775,51.633,75.7,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/6/2019 21:50,-0.0513,0.0729,1.2,1.2,1.2,63.561,49.428,80.2,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/6/2019 22:00,-0.052,0.0722,1.2,1.2,1.2,63.347,47.781,83.7,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/6/2019 22:10,-0.052,0.0722,1.2,1.2,1.2,63.133,47.914,83.7,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/6/2019 22:20,-0.052,0.0722,1.2,1.2,1.2,62.919,48.094,84.8,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/6/2019 22:30,-0.052,0.0722,1.2,1.2,1.2,62.748,48.272,82.9,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/6/2019 22:40,-0.052,0.0722,1.2,1.2,1.2,62.49,47.334,84.8,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/6/2019 22:50,-0.052,0.0715,1.2,1.2,1.2,62.319,47.647,83.8,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/6/2019 23:00,-0.052,0.0722,1.2,1.2,1.2,62.148,47.064,85.7,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/6/2019 23:10,-0.052,0.0715,1.2,1.2,1.2,61.934,46.974,86.9,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/6/2019 23:20,-0.0527,0.0715,1.2,1.2,1.2,61.804,51.544,79.8,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/6/2019 23:30,-0.052,0.0715,1.2,1.2,1.2,61.633,50.135,86,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/6/2019 23:40,-0.0527,0.0715,1.2,1.2,1.2,61.462,49.204,90.2,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/6/2019 23:50,-0.052,0.0715,1.2,1.2,1.2,61.333,51.193,81.1,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/7/2019 0:00,-0.052,0.0715,1.2,1.2,1.2,61.205,50.4,84,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/7/2019 0:10,-0.0527,0.0715,1.2,1.2,1.2,61.075,50.135,82.8,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/7/2019 0:20,-0.052,0.0715,1.2,1.2,1.2,60.948,49.073,86.1,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/7/2019 0:30,-0.0527,0.0715,1.2,1.2,1.2,60.775,48.315,85.5,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/7/2019 0:40,-0.0527,0.0715,1.2,1.2,1.2,60.69,48.628,83.3,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/7/2019 0:50,-0.0527,0.0707,1.2,1.2,1.2,60.517,47.602,86.2,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/7/2019 1:00,-0.0527,0.0715,1.2,1.2,1.2,60.39,47.289,86.5,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/7/2019 1:10,-0.0527,0.0707,1.2,1.2,1.2,60.26,47.019,88.6,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/7/2019 1:20,-0.0527,0.0707,1.2,1.2,1.2,60.174,47.289,88.5,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/7/2019 1:30,-0.0527,0.0707,1.2,1.2,1.2,60.003,47.154,90.1,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/7/2019 1:40,-0.0527,0.0707,1.2,1.2,1.2,59.916,46.841,91.8,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/7/2019 1:50,-0.0527,0.0707,1.2,1.2,1.2,59.788,46.616,93,-0.1835,0.6,0.6,0.6,4.375
LM,control,9/7/2019 2:00,-0.0527,0.0707,1.2,1.2,1.2,59.659,45.941,92.3,-0.1835,0.6,0.6,0.6,4.375
LM,control,9/7/2019 2:10,-0.0527,0.0707,1.2,1.2,1.2,59.529,44.946,93.4,-0.1835,0.6,0.6,0.6,4.375
LM,control,9/7/2019 2:20,-0.0527,0.07,1.2,1.2,1.2,59.401,44.218,94.5,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/7/2019 2:30,-0.0527,0.07,1.2,1.2,1.2,59.272,44.218,94.7,-0.1835,0.6,0.6,0.6,4.375
LM,control,9/7/2019 2:40,-0.0527,0.07,1.2,1.2,1.2,59.185,45.036,94.8,-0.1835,0.6,0.6,0.6,4.375
LM,control,9/7/2019 2:50,-0.0527,0.07,1.2,1.2,1.2,59.056,46.974,93.2,-0.1835,0.6,0.6,0.6,4.375
LM,control,9/7/2019 3:00,-0.0527,0.07,1.2,1.2,1.2,58.971,46.974,93.2,-0.1835,0.6,0.6,0.6,4.369
LM,control,9/7/2019 3:10,-0.0527,0.07,1.2,1.2,1.2,58.885,47.289,92.7,-0.1835,0.6,0.6,0.6,4.369
LM,control,9/7/2019 3:20,-0.0527,0.07,1.2,1.2,1.2,58.798,48.805,87.3,-0.1835,0.6,0.6,0.6,4.369
LM,control,9/7/2019 3:30,-0.0527,0.07,1.2,1.2,1.2,58.669,47.377,91.5,-0.1835,0.6,0.6,0.6,4.369
LM,control,9/7/2019 3:40,-0.0527,0.07,1.2,1.2,1.2,58.582,46.931,93.2,-0.1835,0.6,0.6,0.6,4.369
LM,control,9/7/2019 3:50,-0.0527,0.07,1.2,1.2,1.2,58.498,46.256,92.9,-0.1835,0.6,0.6,0.6,4.369
LM,control,9/7/2019 4:00,-0.0527,0.07,1.2,1.2,1.2,58.368,44.946,93.8,-0.1835,0.6,0.6,0.6,4.369
LM,control,9/7/2019 4:10,-0.0527,0.0693,1.2,1.2,1.2,58.282,44.445,94.3,-0.1835,0.6,0.6,0.6,4.369
LM,control,9/7/2019 4:20,-0.0527,0.0693,1.2,1.2,1.2,58.195,43.716,94.7,-0.1835,0.6,0.6,0.6,4.369
LM,control,9/7/2019 4:30,-0.0527,0.0693,1.2,1.2,1.2,58.109,43.716,95.2,-0.1835,0.6,0.6,0.6,4.369
LM,control,9/7/2019 4:40,-0.0527,0.0693,1.2,1.2,1.2,57.979,44.037,95.2,-0.1835,0.6,0.6,0.6,4.369
LM,control,9/7/2019 4:50,-0.0527,0.0693,1.2,1.2,1.2,57.85,44.445,94.7,-0.1835,0.6,0.6,0.6,4.369
LM,control,9/7/2019 5:00,-0.0527,0.0693,1.2,1.2,1.2,57.765,43.534,94.1,-0.1835,0.6,0.6,0.6,4.369
LM,control,9/7/2019 5:10,-0.0527,0.0693,1.2,1.2,1.2,57.636,42.708,95,-0.1835,0.6,0.6,0.6,4.369
LM,control,9/7/2019 5:20,-0.0527,0.0693,1.2,1.2,1.2,57.506,42.525,95.3,-0.1835,0.6,0.6,0.6,4.369
LM,control,9/7/2019 5:30,-0.0527,0.0686,1.2,1.2,1.2,57.376,41.508,95.4,-0.1835,0.6,0.6,0.6,4.369
LM,control,9/7/2019 5:40,-0.0527,0.0686,1.2,1.2,1.2,57.247,40.998,95.5,-0.1835,0.6,0.6,0.6,4.369
LM,control,9/7/2019 5:50,-0.0527,0.0686,1.2,1.2,1.2,57.117,40.532,95.7,-0.1835,0.6,0.6,0.6,4.369
LM,control,9/7/2019 6:00,-0.0527,0.0686,1.2,1.2,1.2,56.988,41.043,95.4,-0.1835,0.6,0.6,0.6,4.369
LM,control,9/7/2019 6:10,-0.0527,0.0686,1.2,1.2,1.2,56.815,40.951,95.3,-0.1835,0.6,0.6,0.6,4.369
LM,control,9/7/2019 6:20,-0.0535,0.0686,1.2,1.2,1.2,56.685,39.83,95.6,-0.1835,0.6,0.6,0.6,4.363
LM,control,9/7/2019 6:30,-0.0535,0.0686,1.2,1.2,1.2,56.556,39.313,95.7,-0.1835,0.6,0.6,0.6,4.369
LM,control,9/7/2019 6:40,-0.0535,0.0686,6.2,1.2,1.2,56.426,38.464,95.7,-0.1835,1.9,0.6,0.6,4.369
LM,control,9/7/2019 6:50,-0.0535,0.0678,13.7,1.2,1.2,56.251,39.124,95.2,-0.1835,5.6,0.6,0.6,4.363
LM,control,9/7/2019 7:00,-0.0535,0.0678,28.7,1.2,1.2,56.122,40.204,94.5,-0.1835,9.4,0.6,0.6,4.369
LM,control,9/7/2019 7:10,-0.0535,0.0678,61.2,1.2,1.2,55.992,39.97,95.2,-0.1835,29.4,0.6,1.9,4.393
LM,control,9/7/2019 7:20,-0.0535,0.0678,98.7,1.2,1.2,55.906,41.97,94,-0.1835,64.4,4.4,4.4,4.484
LM,control,9/7/2019 7:30,-0.0535,0.0678,81.2,1.2,1.2,55.819,44.809,95.3,-0.1835,44.4,3.1,3.1,4.442
LM,control,9/7/2019 7:40,-0.0535,0.0678,168.7,3.7,3.7,55.733,44.127,94.7,-0.1835,91.9,6.9,6.9,4.43
LM,control,9/7/2019 7:50,-0.0535,0.0678,191.2,3.7,6.2,55.69,45.307,94.8,-0.1835,105.6,8.1,9.4,4.418
LM,control,9/7/2019 8:00,-0.0535,0.0678,436.2,13.7,13.7,55.602,46.031,94.3,-0.1835,278.1,24.4,26.9,4.418
LM,control,9/7/2019 8:10,-0.0535,0.0686,466.2,13.7,16.2,55.602,50.092,90,-0.1835,283.1,24.4,26.9,4.406
LM,control,9/7/2019 8:20,-0.0535,0.0686,568.7,18.7,18.7,55.602,52.992,85.9,-0.1835,336.9,29.4,31.9,4.418
LM,control,9/7/2019 8:30,-0.0535,0.0678,753.7,23.7,26.2,55.69,56.165,78.4,-0.1835,451.9,38.1,43.1,4.418
LM,control,9/7/2019 8:40,-0.0527,0.0686,738.7,23.7,26.2,55.776,57.074,79.2,-0.1835,420.6,34.4,39.4,4.4
LM,control,9/7/2019 8:50,-0.0527,0.0686,891.2,26.2,28.7,55.906,58.282,75.5,-0.1835,480.6,39.4,44.4,4.418
LM,control,9/7/2019 9:00,-0.0527,0.0686,923.7,28.7,31.2,56.122,60.647,71,-0.1835,491.9,40.6,45.6,4.418
LM,control,9/7/2019 9:10,-0.0527,0.0693,923.7,28.7,31.2,56.295,61.462,70.1,-0.1835,491.9,40.6,45.6,4.4
LM,control,9/7/2019 9:20,-0.0527,0.0686,313.7,8.7,8.7,56.512,61.248,65.9,-0.1835,133.1,9.4,10.6,4.418
LM,control,9/7/2019 9:30,-0.0527,0.0686,1153.7,36.2,38.7,56.642,61.977,66.3,-0.1835,611.9,50.6,55.6,4.418
LM,control,9/7/2019 9:40,-0.052,0.0693,506.2,16.2,16.2,56.858,63.819,62.4,-0.1835,243.1,19.4,20.6,4.4
LM,control,9/7/2019 9:50,-0.052,0.0693,1138.7,36.2,36.2,57.204,65.102,58.4,-0.1835,584.4,46.9,53.1,4.393
LM,control,9/7/2019 10:00,-0.052,0.0693,1363.7,46.2,43.7,57.592,67.971,53.2,-0.1835,720.6,59.4,64.4,4.418
LM,control,9/7/2019 10:10,-0.052,0.07,1336.2,46.2,43.7,57.979,68.742,51.3,-0.1835,700.6,58.1,61.9,4.406
LM,control,9/7/2019 10:20,-0.0513,0.07,1413.7,48.7,43.7,58.411,69.256,51.3,-0.1835,736.9,61.9,63.1,4.4
LM,control,9/7/2019 10:30,-0.052,0.07,1521.2,53.7,46.2,58.885,69.685,53.4,-0.1835,795.6,65.6,66.9,4.538
LM,control,9/7/2019 10:40,-0.052,0.07,1511.2,53.7,46.2,59.358,68.785,51.1,-0.1835,784.4,66.9,66.9,4.418
LM,control,9/7/2019 10:50,-0.052,0.0707,1561.2,53.7,46.2,59.873,70.158,48.9,-0.1835,809.4,64.4,68.1,4.406
LM,control,9/7/2019 11:00,-0.052,0.0715,1671.2,56.2,51.2,60.39,71.361,47.1,-0.1835,868.1,69.4,70.6,4.393
LM,control,9/7/2019 11:10,-0.0513,0.0715,1633.7,53.7,48.7,60.948,72.264,46,-0.1835,848.1,66.9,69.4,4.393
LM,control,9/7/2019 11:20,-0.0513,0.0715,1701.2,58.7,48.7,61.506,74.856,44,-0.1835,890.6,71.9,70.6,4.418
LM,control,9/7/2019 11:30,-0.0513,0.0722,1241.2,41.2,36.2,62.105,75.029,40.6,-0.1835,628.1,49.4,49.4,4.406
LM,control,9/7/2019 11:40,-0.0513,0.0722,1761.2,61.2,51.2,62.661,75.074,41.7,-0.1835,916.9,71.9,71.9,4.393
LM,control,9/7/2019 11:50,-0.0506,0.0729,1971.2,66.2,58.7,63.347,76.028,40.2,-0.1835,1054.4,81.9,80.6,4.393
LM,control,9/7/2019 12:00,-0.0498,0.0729,1986.2,66.2,58.7,63.99,77.029,34.8,-0.1886,1056.9,81.9,79.4,4.418
LM,control,9/7/2019 12:10,-0.0491,0.0736,616.2,18.7,18.7,64.589,75.16,36.3,-0.1835,293.1,21.9,23.1,4.442
LM,control,9/7/2019 12:20,-0.0491,0.0744,1873.7,61.2,53.7,65.188,77.16,37,-0.1835,978.1,73.1,71.9,4.418
LM,control,9/7/2019 12:30,-0.0491,0.0744,2041.2,66.2,58.7,65.788,72.567,35.3,-0.1835,1068.1,78.1,78.1,4.406
LM,control,9/7/2019 12:40,-0.0498,0.0744,1998.7,63.7,56.2,66.385,75.333,33.2,-0.1835,1041.9,76.9,75.6,4.4
LM,control,9/7/2019 12:50,-0.0491,0.0751,2198.7,71.2,63.7,67.028,76.899,32.1,-0.1835,1164.4,85.6,84.4,4.393
LM,control,9/7/2019 13:00,-0.0491,0.0758,2308.7,73.7,66.2,67.714,79.92,29.5,-0.1835,1224.4,88.1,88.1,4.526
LM,control,9/7/2019 13:10,-0.0484,0.0758,2088.7,66.2,58.7,68.4,79.261,30.1,-0.1835,1096.9,78.1,78.1,4.418
LM,control,9/7/2019 13:20,-0.0484,0.0766,2093.7,66.2,61.2,69.042,80.316,30.8,-0.1835,1098.1,78.1,76.9,4.4
LM,control,9/7/2019 13:30,-0.0498,0.0766,1833.7,56.2,53.7,69.685,77.378,30.9,-0.1835,955.6,66.9,66.9,4.393
LM,control,9/7/2019 13:40,-0.0498,0.0773,1948.7,58.7,56.2,70.286,77.072,31.6,-0.1835,1009.4,69.4,70.6,4.393
LM,control,9/7/2019 13:50,-0.0498,0.0773,1846.2,53.7,53.7,70.887,77.596,31.6,-0.1835,951.9,65.6,65.6,4.418
LM,control,9/7/2019 14:00,-0.0491,0.0773,1836.2,53.7,53.7,71.49,77.815,30.2,-0.1835,948.1,64.4,65.6,4.4
LM,control,9/7/2019 14:10,-0.0491,0.078,1813.7,53.7,53.7,72.05,77.509,29.9,-0.1835,933.1,63.1,66.9,4.393
LM,control,9/7/2019 14:20,-0.0491,0.0787,1838.7,53.7,53.7,72.567,79.567,29.6,-0.1835,946.9,63.1,68.1,4.393
LM,control,9/7/2019 14:30,-0.0491,0.0787,1811.2,51.2,53.7,73.126,78.382,28.5,-0.1835,929.4,61.9,68.1,4.418
LM,control,9/7/2019 14:40,-0.0491,0.0795,1853.7,56.2,56.2,73.645,79.831,28.5,-0.1835,959.4,65.6,71.9,4.4
LM,control,9/7/2019 14:50,-0.0484,0.0795,1903.7,56.2,56.2,74.077,77.596,29.8,-0.1835,994.4,68.1,74.4,4.393
LM,control,9/7/2019 15:00,-0.0491,0.0795,1943.7,58.7,58.7,74.554,80.316,28.4,-0.1835,1023.1,70.6,78.1,4.393
LM,control,9/7/2019 15:10,-0.0498,0.0795,1791.2,53.7,56.2,75.029,81.421,27.5,-0.1886,930.6,64.4,71.9,4.418
LM,control,9/7/2019 15:20,-0.0498,0.0802,1661.2,48.7,51.2,75.376,79.261,29,-0.1835,858.1,60.6,66.9,4.4
LM,control,9/7/2019 15:30,-0.0491,0.0802,1526.2,46.2,46.2,75.681,77.815,29.2,-0.1835,780.6,54.4,63.1,4.393
LM,control,9/7/2019 15:40,-0.0498,0.0802,1441.2,41.2,43.7,76.028,79.524,28.9,-0.1835,734.4,50.6,59.4,4.454
LM,control,9/7/2019 15:50,-0.0491,0.0802,1453.7,43.7,41.2,76.289,79.788,28.6,-0.1835,746.9,53.1,58.1,4.406
LM,control,9/7/2019 16:00,-0.0498,0.0802,1393.7,43.7,38.7,76.593,80.096,26.1,-0.1835,715.6,53.1,55.6,4.393
LM,control,9/7/2019 16:10,-0.0498,0.0802,1461.2,46.2,46.2,76.811,80.404,27.4,-0.1835,763.1,58.1,63.1,4.393
LM,control,9/7/2019 16:20,-0.0498,0.0802,1476.2,48.7,46.2,77.072,81.154,27.3,-0.1835,780.6,61.9,66.9,4.418
LM,control,9/7/2019 16:30,-0.0498,0.0809,1373.7,46.2,43.7,77.247,80.449,27.4,-0.1835,736.9,59.4,65.6,4.393
LM,control,9/7/2019 16:40,-0.0491,0.0802,438.7,13.7,13.7,77.378,78.645,28.2,-0.1835,219.4,18.1,18.1,4.393
LM,control,9/7/2019 16:50,-0.0498,0.0802,338.7,11.2,11.2,77.378,70.201,35.9,-0.1835,170.6,13.1,14.4,4.43
LM,control,9/7/2019 17:00,-0.0498,0.0795,206.2,6.2,6.2,77.335,67.456,37.8,-0.1886,94.4,6.9,6.9,4.4
LM,control,9/7/2019 17:10,-0.0491,0.0795,196.2,6.2,6.2,77.203,66.13,40.3,-0.1835,93.1,6.9,6.9,4.393
LM,control,9/7/2019 17:20,-0.0498,0.0795,248.7,6.2,6.2,77.072,66.472,40,-0.1835,124.4,9.4,10.6,4.393
LM,control,9/7/2019 17:30,-0.0498,0.0787,758.7,23.7,26.2,76.942,74.163,35.1,-0.1835,404.4,34.4,39.4,4.442
LM,control,9/7/2019 17:40,-0.0498,0.0787,663.7,21.2,23.7,76.681,68.099,37.9,-0.1835,299.4,34.4,36.9,4.393
LM,control,9/7/2019 17:50,-0.0498,0.0787,141.2,3.7,3.7,76.419,64.931,40.8,-0.1835,55.6,4.4,4.4,4.4
LM,control,9/7/2019 18:00,-0.0498,0.0787,118.7,1.2,3.7,76.114,63.903,41.7,-0.1835,46.9,3.1,3.1,4.393
LM,control,9/7/2019 18:10,-0.0498,0.0787,136.2,3.7,3.7,75.767,64.375,40.5,-0.1835,58.1,4.4,4.4,4.4
LM,control,9/7/2019 18:20,-0.0498,0.078,353.7,8.7,11.2,75.42,65.574,38.7,-0.1835,198.1,15.6,19.4,4.393
LM,control,9/7/2019 18:30,-0.0498,0.078,106.2,1.2,3.7,75.074,63.433,41.5,-0.1835,41.9,3.1,3.1,4.406
LM,control,9/7/2019 18:40,-0.0498,0.0773,91.2,1.2,1.2,74.727,59.185,51.7,-0.1835,34.4,1.9,1.9,4.4
LM,control,9/7/2019 18:50,-0.0498,0.0773,76.2,1.2,1.2,74.338,57.893,53.4,-0.1835,30.6,1.9,1.9,4.406
LM,control,9/7/2019 19:00,-0.0498,0.0773,56.2,1.2,1.2,73.947,56.469,56.3,-0.1835,21.9,0.6,0.6,4.4
LM,control,9/7/2019 19:10,-0.0498,0.0773,38.7,1.2,1.2,73.558,55.213,58.2,-0.1835,14.4,0.6,0.6,4.418
LM,control,9/7/2019 19:20,-0.0506,0.0766,21.2,1.2,1.2,73.17,54.995,56.8,-0.1835,9.4,0.6,0.6,4.4
LM,control,9/7/2019 19:30,-0.0498,0.0766,6.2,1.2,1.2,72.783,54.212,57.7,-0.1835,3.1,0.6,0.6,4.393
LM,control,9/7/2019 19:40,-0.0506,0.0766,1.2,1.2,1.2,72.394,54.126,57,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/7/2019 19:50,-0.0506,0.0758,1.2,1.2,1.2,72.007,53.559,58.2,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/7/2019 20:00,-0.0506,0.0758,1.2,1.2,1.2,71.62,52.86,58.9,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/7/2019 20:10,-0.0506,0.0751,1.2,1.2,1.2,71.231,52.072,60.2,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/7/2019 20:20,-0.0506,0.0751,1.2,1.2,1.2,70.846,51.895,60.1,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/7/2019 20:30,-0.0506,0.0751,1.2,1.2,1.2,70.459,51.325,59.7,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/7/2019 20:40,-0.0506,0.0751,1.2,1.2,1.2,70.072,49.692,62.1,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/7/2019 20:50,-0.0506,0.0744,1.2,1.2,1.2,69.685,47.736,66.5,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/7/2019 21:00,-0.0506,0.0744,1.2,1.2,1.2,69.343,45.986,69.1,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/7/2019 21:10,-0.0506,0.0744,1.2,1.2,1.2,68.956,44.582,71.9,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/7/2019 21:20,-0.0513,0.0744,1.2,1.2,1.2,68.614,43.488,76.4,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/7/2019 21:30,-0.0513,0.0744,1.2,1.2,1.2,68.227,43.579,75.4,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/7/2019 21:40,-0.0513,0.0736,1.2,1.2,1.2,67.885,43.99,75.1,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/7/2019 21:50,-0.0513,0.0736,1.2,1.2,1.2,67.543,43.534,75.8,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/7/2019 22:00,-0.0513,0.0729,1.2,1.2,1.2,67.199,41.508,79,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/7/2019 22:10,-0.0513,0.0729,1.2,1.2,1.2,66.857,41.648,78.8,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/7/2019 22:20,-0.052,0.0729,1.2,1.2,1.2,66.515,41.648,78.1,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/7/2019 22:30,-0.052,0.0729,1.2,1.2,1.2,66.214,41.09,79.8,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/7/2019 22:40,-0.052,0.0729,1.2,1.2,1.2,65.872,40.951,80.7,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/7/2019 22:50,-0.052,0.0722,1.2,1.2,1.2,65.574,41.322,81.7,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/7/2019 23:00,-0.052,0.0722,1.2,1.2,1.2,65.23,40.064,82.4,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/7/2019 23:10,-0.052,0.0722,1.2,1.2,1.2,64.931,40.532,83.9,-0.1835,0.6,0.6,0.6,4.418
LM,control,9/7/2019 23:20,-0.052,0.0722,1.2,1.2,1.2,64.674,42.156,80.7,-0.1835,0.6,0.6,0.6,4.387
LM,control,9/7/2019 23:30,-0.052,0.0722,1.2,1.2,1.2,64.375,41.322,82.4,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/7/2019 23:40,-0.052,0.0715,1.2,1.2,1.2,64.074,41.878,80.7,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/7/2019 23:50,-0.052,0.0715,1.2,1.2,1.2,63.819,40.672,83.3,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/8/2019 0:00,-0.052,0.0715,1.2,1.2,1.2,63.518,42.386,80.6,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/8/2019 0:10,-0.052,0.0715,1.2,1.2,1.2,63.262,41.878,81.4,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/8/2019 0:20,-0.0527,0.0715,1.2,1.2,1.2,63.005,41.74,81,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/8/2019 0:30,-0.0527,0.0707,1.2,1.2,1.2,62.748,40.858,81.2,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/8/2019 0:40,-0.0527,0.0707,1.2,1.2,1.2,62.49,40.438,82.5,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/8/2019 0:50,-0.0527,0.07,1.2,1.2,1.2,62.276,38.748,85.2,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/8/2019 1:00,-0.0527,0.07,1.2,1.2,1.2,62.019,36.891,88.6,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/8/2019 1:10,-0.0527,0.07,1.2,1.2,1.2,61.761,37.321,87.7,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/8/2019 1:20,-0.0527,0.07,1.2,1.2,1.2,61.547,37.893,88.8,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/8/2019 1:30,-0.0527,0.07,1.2,1.2,1.2,61.29,36.795,89.5,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/8/2019 1:40,-0.0527,0.0693,1.2,1.2,1.2,61.075,37.893,87.8,-0.1835,0.6,0.6,0.6,4.375
LM,control,9/8/2019 1:50,-0.0527,0.0693,1.2,1.2,1.2,60.861,35.879,90.2,-0.1835,0.6,0.6,0.6,4.375
LM,control,9/8/2019 2:00,-0.0527,0.0693,1.2,1.2,1.2,60.604,35.782,89.8,-0.1835,0.6,0.6,0.6,4.375
LM,control,9/8/2019 2:10,-0.0535,0.0693,1.2,1.2,1.2,60.39,35.589,91.9,-0.1835,0.6,0.6,0.6,4.369
LM,control,9/8/2019 2:20,-0.0527,0.0693,1.2,1.2,1.2,60.174,37.609,89.3,-0.1835,0.6,0.6,0.6,4.369
LM,control,9/8/2019 2:30,-0.0535,0.0693,1.2,1.2,1.2,59.959,37.13,90.1,-0.1835,0.6,0.6,0.6,4.369
LM,control,9/8/2019 2:40,-0.0535,0.0686,1.2,1.2,1.2,59.745,38.653,88.3,-0.1835,0.6,0.6,0.6,4.369
LM,control,9/8/2019 2:50,-0.0535,0.0686,1.2,1.2,1.2,59.572,37.369,89.4,-0.1835,0.6,0.6,0.6,4.369
