Plot Title: 9735539_SM_LM_B2_trmt,,,,,,,,,,,,,,,
#,,"Date Time, GMT-06:00",,"PAR, uE (LGR S/N: 9735539, SEN S/N: 9700886)","PAR, uE (LGR S/N: 9735539, SEN S/N: 9700897)","PAR, uE (LGR S/N: 9735539, SEN S/N: 9700898)","Temp, °F (LGR S/N: 9735539, SEN S/N: 9719147, LBL: LM_B2)","Solar Radiation, W/m² (LGR S/N: 9735539, SEN S/N: 9719458)","Temp, °F (LGR S/N: 9735539, SEN S/N: 9721325)","RH, % (LGR S/N: 9735539, SEN S/N: 9721325)","Voltage, V (LGR S/N: 9735539, SEN S/N: 9725487)","Solar Radiation, W/m² (LGR S/N: 9735539, SEN S/N: 9734410)","Solar Radiation, W/m² (LGR S/N: 9735539, SEN S/N: 9734417)","Water Content, m³/m³ (LGR S/N: 9735539, SEN S/N: 20145934, LBL: LM_B2R)","Water Content, m³/m³ (LGR S/N: 9735539, SEN S/N: 20145936, LBL: LM_B2L)"
Site,Treatment,Date,Time,PAR.up,PAR.left,PAR.right,ST,SR.right,Air.T,RH,,SR.up,SR.left,SWC.right,SWC.left
LM,early,9/4/2019,8:10,163.7,6.2,3.7,52.817,13.1,52.772,74.5,-0.1988,85.6,10.6,0.2061,0.1312
LM,early,9/4/2019,8:20,168.7,6.2,6.2,52.903,14.4,53.865,72.9,-0.1988,88.1,11.9,0.2056,0.1307
LM,early,9/4/2019,8:30,191.2,6.2,6.2,52.992,15.6,54.43,73.8,-0.1988,99.4,13.1,0.2056,0.1317
LM,early,9/4/2019,8:40,228.7,8.7,8.7,53.121,19.4,55.515,71,-0.1988,119.4,15.6,0.2056,0.1321
LM,early,9/4/2019,8:50,281.2,11.2,8.7,53.253,23.1,56.901,72.4,-0.1988,145.6,20.6,0.2061,0.1312
LM,early,9/4/2019,9:00,318.7,11.2,11.2,53.427,26.9,57.85,69.1,-0.1988,164.4,23.1,0.2056,0.1321
LM,early,9/4/2019,9:10,356.2,13.7,13.7,53.602,30.6,58.669,67.8,-0.1988,183.1,26.9,0.2056,0.1321
LM,early,9/4/2019,9:20,378.7,13.7,13.7,53.776,34.4,59.702,66.7,-0.1988,191.9,29.4,0.2056,0.1321
LM,early,9/4/2019,9:30,451.2,18.7,16.2,54.037,40.6,60.39,64.8,-0.1988,229.4,34.4,0.2056,0.1317
LM,early,9/4/2019,9:40,561.2,21.2,21.2,54.255,51.9,61.633,62.8,-0.1988,284.4,43.1,0.2056,0.1317
LM,early,9/4/2019,9:50,591.2,23.7,23.7,54.561,55.6,63.304,57.4,-0.1988,299.4,46.9,0.2056,0.1317
LM,early,9/4/2019,10:00,643.7,26.2,26.2,54.82,61.9,65.487,53.8,-0.1988,323.1,50.6,0.2056,0.1317
LM,early,9/4/2019,10:10,1491.2,63.7,58.7,55.168,156.9,71.62,47.4,-0.1988,791.9,126.9,0.2052,0.1312
LM,early,9/4/2019,10:20,1121.2,46.2,41.2,55.602,109.4,73.774,41,-0.1988,575.6,89.4,0.2056,0.1326
LM,early,9/4/2019,10:30,1378.7,53.7,48.7,56.122,129.4,73.818,40.9,-0.1988,715.6,106.9,0.2052,0.1326
LM,early,9/4/2019,10:40,1423.7,53.7,48.7,56.599,129.4,77.553,34.2,-0.1988,744.4,108.1,0.2052,0.1321
LM,early,9/4/2019,10:50,1496.2,56.2,48.7,57.16,129.4,77.378,33.1,-0.1988,778.1,110.6,0.2047,0.1326
LM,early,9/4/2019,11:00,1573.7,56.2,51.2,57.765,130.6,80.89,30.5,-0.1988,820.6,113.1,0.2043,0.1347
LM,early,9/4/2019,11:10,1766.2,63.7,46.2,58.411,129.4,80.227,30.6,-0.1988,928.1,124.4,0.2047,0.1347
LM,early,9/4/2019,11:20,1793.7,63.7,58.7,59.056,139.4,81.288,31.5,-0.1988,948.1,125.6,0.2043,0.1342
LM,early,9/4/2019,11:30,1808.7,61.2,56.2,59.745,135.6,83.287,29.4,-0.1988,949.4,123.1,0.2043,0.1331
LM,early,9/4/2019,11:40,1978.7,66.2,61.2,60.433,143.1,85.667,26.5,-0.1988,1060.6,131.9,0.2038,0.1342
LM,early,9/4/2019,11:50,576.2,18.7,21.2,61.119,40.6,83.021,27.5,-0.1988,294.4,36.9,0.2043,0.1342
LM,early,9/4/2019,12:00,1306.2,43.7,43.7,61.677,91.9,80.625,28.8,-0.1988,676.9,84.4,0.2043,0.1342
LM,early,9/4/2019,12:10,598.7,21.2,23.7,62.062,48.1,77.509,30.9,-0.1988,310.6,43.1,0.2043,0.1342
LM,early,9/4/2019,12:20,408.7,16.2,16.2,62.362,38.1,74.554,33.2,-0.1988,216.9,33.1,0.2043,0.1335
LM,early,9/4/2019,12:30,493.7,18.7,18.7,62.533,40.6,72.136,36.6,-0.1988,253.1,36.9,0.2043,0.1335
LM,early,9/4/2019,12:40,2168.7,68.7,63.7,62.62,136.9,79.92,28.5,-0.1988,1173.1,131.9,0.2038,0.1335
LM,early,9/4/2019,12:50,1461.2,46.2,43.7,62.748,88.1,82.175,26.5,-0.1988,754.4,84.4,0.2038,0.1342
LM,early,9/4/2019,13:00,2313.7,71.2,68.7,62.919,136.9,79.084,28.8,-0.1988,1275.6,134.4,0.2038,0.1342
LM,early,9/4/2019,13:10,383.7,13.7,13.7,63.133,34.4,77.596,29.4,-0.1988,203.1,29.4,0.2043,0.1342
LM,early,9/4/2019,13:20,343.7,13.7,13.7,63.304,31.9,71.19,33.3,-0.1988,189.4,28.1,0.2047,0.1321
LM,early,9/4/2019,13:30,546.2,18.7,18.7,63.262,41.9,57.893,73,-0.1988,290.6,38.1,0.2043,0.1347
LM,early,9/4/2019,13:40,2138.7,66.2,66.2,63.219,124.4,69.085,65.7,-0.1988,1161.9,124.4,0.2047,0.1331
LM,early,9/4/2019,13:50,2226.2,68.7,68.7,63.176,120.6,75.376,43.6,-0.1988,1194.4,121.9,0.2047,0.1331
LM,early,9/4/2019,14:00,961.2,31.2,33.7,63.262,63.1,73.17,39.4,-0.1988,481.9,59.4,0.2047,0.1335
LM,early,9/4/2019,14:10,471.2,16.2,18.7,63.347,38.1,72.523,36.9,-0.1988,236.9,34.4,0.2047,0.1342
LM,early,9/4/2019,14:20,568.7,18.7,21.2,63.347,43.1,74.12,37.5,-0.1988,293.1,39.4,0.2047,0.1331
LM,early,9/4/2019,14:30,706.2,23.7,26.2,63.262,53.1,73.299,37.6,-0.1988,365.6,48.1,0.2043,0.1335
LM,early,9/4/2019,14:40,743.7,26.2,26.2,63.219,55.6,73.818,33.7,-0.1988,383.1,50.6,0.2043,0.1347
LM,early,9/4/2019,14:50,936.2,31.2,33.7,63.133,63.1,79.128,32,-0.1988,476.9,60.6,0.2043,0.1347
LM,early,9/4/2019,15:00,891.2,28.7,31.2,63.09,50.6,76.114,33.2,-0.1988,438.1,53.1,0.2043,0.1342
LM,early,9/4/2019,15:10,401.2,16.2,16.2,63.09,31.9,73.256,32.4,-0.1988,205.6,29.4,0.2043,0.1347
LM,early,9/4/2019,15:20,641.2,21.2,23.7,63.09,46.9,74.683,34,-0.1988,330.6,43.1,0.2043,0.1335
LM,early,9/4/2019,15:30,373.7,13.7,13.7,63.09,33.1,75.204,32.8,-0.1988,194.4,29.4,0.2043,0.1335
LM,early,9/4/2019,15:40,183.7,6.2,6.2,63.09,19.4,70.416,36.9,-0.1988,100.6,16.9,0.2047,0.1342
LM,early,9/4/2019,15:50,331.2,11.2,11.2,63.005,25.6,67.071,41.7,-0.1988,173.1,23.1,0.2047,0.1335
LM,early,9/4/2019,16:00,596.2,21.2,21.2,62.919,44.4,68.698,39.7,-0.1988,303.1,39.4,0.2043,0.1297
LM,early,9/4/2019,16:10,328.7,11.2,13.7,62.791,28.1,69.17,41.4,-0.1988,168.1,24.4,0.2043,0.1297
LM,early,9/4/2019,16:20,183.7,6.2,6.2,62.661,15.6,66.043,43.8,-0.1988,91.9,14.4,0.2043,0.1297
LM,early,9/4/2019,16:30,223.7,8.7,8.7,62.533,18.1,64.247,46.9,-0.1988,115.6,16.9,0.2043,0.1297
LM,early,9/4/2019,16:40,341.2,13.7,13.7,62.406,29.4,61.547,60.9,-0.1988,178.1,25.6,0.2047,0.1285
LM,early,9/4/2019,16:50,443.7,16.2,16.2,62.191,34.4,63.09,57.7,-0.1988,228.1,30.6,0.2047,0.1285
LM,early,9/4/2019,17:00,1031.2,33.7,36.2,62.062,64.4,67.928,47.4,-0.1988,540.6,60.6,0.2047,0.1297
LM,early,9/4/2019,17:10,888.7,28.7,31.2,61.977,58.1,68.484,45.5,-0.1988,460.6,51.9,0.2047,0.1297
LM,early,9/4/2019,17:20,1103.7,36.2,38.7,61.891,68.1,68.27,44.4,-0.1988,589.4,60.6,0.2043,0.1297
LM,early,9/4/2019,17:30,1138.7,33.7,38.7,61.804,70.6,69.942,41.2,-0.1988,611.9,61.9,0.2047,0.129
LM,early,9/4/2019,17:40,783.7,33.7,38.7,61.761,71.9,70.201,41,-0.1988,591.9,60.6,0.2047,0.129
LM,early,9/4/2019,17:50,906.2,28.7,31.2,61.677,59.4,70.459,40.6,-0.1988,490.6,48.1,0.2047,0.129
LM,early,9/4/2019,18:00,728.7,21.2,26.2,61.677,48.1,68.313,41.8,-0.1988,391.9,35.6,0.2047,0.129
LM,early,9/4/2019,18:10,583.7,16.2,18.7,61.59,34.4,65.102,48.8,-0.1988,318.1,26.9,0.2047,0.1297
LM,early,9/4/2019,18:20,153.7,3.7,3.7,61.506,8.1,62.62,51.6,-0.1988,60.6,5.6,0.2047,0.1297
LM,early,9/4/2019,18:30,121.2,3.7,3.7,61.333,6.9,60.561,55.5,-0.1988,44.4,5.6,0.2047,0.1297
LM,early,9/4/2019,18:40,91.2,1.2,1.2,61.119,3.1,58.798,58.8,-0.1988,31.9,3.1,0.2047,0.1302
LM,early,9/4/2019,18:50,63.7,1.2,1.2,60.904,1.9,57.247,62.6,-0.1988,20.6,0.6,0.2047,0.1307
LM,early,9/4/2019,19:00,58.7,1.2,1.2,60.647,1.9,56.556,62.5,-0.1988,21.9,1.9,0.2047,0.1302
LM,early,9/4/2019,19:10,43.7,1.2,1.2,60.346,1.9,55.081,67,-0.1988,15.6,0.6,0.2047,0.1302
LM,early,9/4/2019,19:20,21.2,1.2,1.2,60.089,0.6,53.035,70.9,-0.1988,6.9,0.6,0.2047,0.1297
LM,early,9/4/2019,19:30,8.7,1.2,1.2,59.745,0.6,50.752,74.6,-0.1988,3.1,0.6,0.2047,0.1302
LM,early,9/4/2019,19:40,1.2,1.2,1.2,59.445,0.6,50.797,73.1,-0.1988,0.6,0.6,0.2052,0.1297
LM,early,9/4/2019,19:50,-888.9,1.2,1.2,59.099,0.6,49.294,77.5,-0.1988,0.6,0.6,0.2056,0.1285
LM,early,9/4/2019,20:00,1.2,1.2,1.2,58.798,0.6,48.938,77.7,-0.1988,0.6,0.6,0.2052,0.1297
LM,early,9/4/2019,20:10,1.2,1.2,1.2,58.455,0.6,47.647,81.3,-0.1988,0.6,0.6,0.2052,0.1297
LM,early,9/4/2019,20:20,1.2,1.2,1.2,58.109,0.6,46.931,81.4,-0.1988,0.6,0.6,0.2052,0.1302
LM,early,9/4/2019,20:30,1.2,1.2,1.2,57.807,0.6,46.346,82.9,-0.1988,0.6,0.6,0.2047,0.1302
LM,early,9/4/2019,20:40,1.2,1.2,1.2,57.506,0.6,46.031,83.8,-0.1988,0.6,0.6,0.2047,0.1302
LM,early,9/4/2019,20:50,1.2,1.2,1.2,57.204,0.6,46.571,82.6,-0.1988,0.6,0.6,0.2043,0.1302
LM,early,9/4/2019,21:00,1.2,1.2,1.2,56.901,0.6,44.627,85.4,-0.1988,0.6,0.6,0.2052,0.1297
LM,early,9/4/2019,21:10,1.2,1.2,1.2,56.642,0.6,44.809,85.3,-0.1988,0.6,0.6,0.2052,0.129
LM,early,9/4/2019,21:20,1.2,1.2,1.2,56.34,0.6,43.763,86.7,-0.1988,0.6,0.6,0.2047,0.129
LM,early,9/4/2019,21:30,1.2,1.2,1.2,56.079,0.6,43.808,89.1,-0.1988,0.6,0.6,0.2047,0.129
LM,early,9/4/2019,21:40,1.2,1.2,1.2,55.819,0.6,45.036,86.8,-0.1988,0.6,0.6,0.2047,0.129
LM,early,9/4/2019,21:50,1.2,1.2,1.2,55.602,0.6,44.991,86.9,-0.1988,0.6,0.6,0.2047,0.1297
LM,early,9/4/2019,22:00,1.2,1.2,1.2,55.429,0.6,44.809,87.1,-0.1988,0.6,0.6,0.2047,0.1297
LM,early,9/4/2019,22:10,1.2,1.2,1.2,55.256,0.6,46.346,84.4,-0.1988,0.6,0.6,0.2047,0.1297
LM,early,9/4/2019,22:20,1.2,1.2,1.2,55.081,0.6,46.076,85.8,-0.1988,0.6,0.6,0.2047,0.129
LM,early,9/4/2019,22:30,1.2,1.2,1.2,54.995,0.6,46.436,85.3,-0.1988,0.6,0.6,0.2047,0.1297
LM,early,9/4/2019,22:40,1.2,1.2,1.2,54.909,0.6,46.974,83.7,-0.1988,0.6,0.6,0.2047,0.129
LM,early,9/4/2019,22:50,1.2,1.2,1.2,54.777,0.6,47.199,83.6,-0.1988,0.6,0.6,0.2047,0.1297
LM,early,9/4/2019,23:00,1.2,1.2,1.2,54.734,0.6,46.751,84.1,-0.1988,0.6,0.6,0.2047,0.1297
LM,early,9/4/2019,23:10,1.2,1.2,1.2,54.648,0.6,45.806,85.9,-0.1988,0.6,0.6,0.2047,0.129
LM,early,9/4/2019,23:20,1.2,1.2,1.2,54.516,0.6,44.901,87.1,-0.1988,0.6,0.6,0.2047,0.1297
LM,early,9/4/2019,23:30,1.2,1.2,1.2,54.387,0.6,43.03,89.8,-0.1988,0.6,0.6,0.2047,0.1302
LM,early,9/4/2019,23:40,1.2,1.2,1.2,54.255,0.6,44.082,89.9,-0.1988,0.6,0.6,0.2047,0.1302
LM,early,9/4/2019,23:50,1.2,1.2,1.2,54.126,0.6,45.217,87.7,-0.1988,0.6,0.6,0.2047,0.1302
LM,early,9/5/2019,0:00,1.2,1.2,1.2,53.994,0.6,46.076,85.8,-0.1988,0.6,0.6,0.2047,0.1302
LM,early,9/5/2019,0:10,1.2,1.2,1.2,53.865,0.6,45.444,86.5,-0.1988,0.6,0.6,0.2047,0.1302
LM,early,9/5/2019,0:20,1.2,1.2,1.2,53.776,0.6,46.256,85.2,-0.1988,0.6,0.6,0.2047,0.1302
LM,early,9/5/2019,0:30,1.2,1.2,1.2,53.69,0.6,46.796,83.8,-0.1988,0.6,0.6,0.2047,0.1302
LM,early,9/5/2019,0:40,1.2,1.2,1.2,53.602,0.6,45.714,86,-0.1988,0.6,0.6,0.2052,0.1302
LM,early,9/5/2019,0:50,1.2,1.2,1.2,53.515,0.6,45.669,86.6,-0.1988,0.6,0.6,0.2047,0.1302
LM,early,9/5/2019,1:00,1.2,1.2,1.2,53.427,0.6,45.761,86,-0.1988,0.6,0.6,0.2047,0.1302
LM,early,9/5/2019,1:10,1.2,1.2,1.2,53.341,0.6,45.714,86,-0.1988,0.6,0.6,0.2047,0.1302
LM,early,9/5/2019,1:20,1.2,1.2,1.2,53.253,0.6,45.307,87.2,-0.1988,0.6,0.6,0.2047,0.1302
LM,early,9/5/2019,1:30,1.2,1.2,1.2,53.166,0.6,45.262,88.3,-0.1988,0.6,0.6,0.2047,0.1302
LM,early,9/5/2019,1:40,1.2,1.2,1.2,53.121,0.6,45.941,86.6,-0.1988,0.6,0.6,0.2047,0.1302
LM,early,9/5/2019,1:50,1.2,1.2,1.2,53.035,0.6,44.719,88.4,-0.1988,0.6,0.6,0.2047,0.1302
LM,early,9/5/2019,2:00,1.2,1.2,1.2,52.992,0.6,43.624,89.6,-0.1988,0.6,0.6,0.2047,0.1297
LM,early,9/5/2019,2:10,1.2,1.2,1.2,52.86,0.6,43.534,90.4,-0.1988,0.6,0.6,0.2047,0.1297
LM,early,9/5/2019,2:20,1.2,1.2,1.2,52.772,0.6,42.8,90.3,-0.1988,0.6,0.6,0.2047,0.1297
LM,early,9/5/2019,2:30,1.2,1.2,1.2,52.686,0.6,43.716,90.9,-0.1988,0.6,0.6,0.2047,0.1297
LM,early,9/5/2019,2:40,1.2,1.2,1.2,52.554,0.6,43.763,90.7,-0.1988,0.6,0.6,0.2047,0.1297
LM,early,9/5/2019,2:50,1.2,1.2,1.2,52.466,0.6,44.991,88.9,-0.1988,0.6,0.6,0.2047,0.1297
LM,early,9/5/2019,3:00,1.2,1.2,1.2,52.423,0.6,46.211,85.6,-0.1988,0.6,0.6,0.2047,0.1297
LM,early,9/5/2019,3:10,1.2,1.2,1.2,52.335,0.6,45.354,87.3,-0.1988,0.6,0.6,0.2047,0.1297
LM,early,9/5/2019,3:20,1.2,1.2,1.2,52.291,0.6,45.489,87.7,-0.1988,0.6,0.6,0.2043,0.1297
LM,early,9/5/2019,3:30,1.2,1.2,1.2,52.246,0.6,45.172,88.3,-0.1988,0.6,0.6,0.2047,0.1297
LM,early,9/5/2019,3:40,1.2,1.2,1.2,52.203,0.6,45.082,88.8,-0.1988,0.6,0.6,0.2047,0.1297
LM,early,9/5/2019,3:50,1.2,1.2,1.2,52.115,0.6,44.764,89.3,-0.1988,0.6,0.6,0.2047,0.1297
LM,early,9/5/2019,4:00,1.2,1.2,1.2,52.115,0.6,44.719,89.8,-0.1988,0.6,0.6,0.2047,0.129
LM,early,9/5/2019,4:10,1.2,1.2,1.2,52.115,0.6,44.991,89.6,-0.1988,0.6,0.6,0.2047,0.129
LM,early,9/5/2019,4:20,1.2,1.2,1.2,52.029,0.6,45.036,89.9,-0.1988,0.6,0.6,0.2047,0.1297
LM,early,9/5/2019,4:30,1.2,1.2,1.2,52.029,0.6,45.082,90.1,-0.1988,0.6,0.6,0.2043,0.1297
LM,early,9/5/2019,4:40,1.2,1.2,1.2,51.984,0.6,45.761,88.4,-0.1988,0.6,0.6,0.2047,0.1297
LM,early,9/5/2019,4:50,1.2,1.2,1.2,51.94,0.6,45.941,87.8,-0.1988,0.6,0.6,0.2047,0.1297
LM,early,9/5/2019,5:00,1.2,1.2,1.2,51.94,0.6,46.661,86.5,-0.1988,0.6,0.6,0.2047,0.1297
LM,early,9/5/2019,5:10,1.2,1.2,1.2,51.895,0.6,45.036,88.1,-0.1988,0.6,0.6,0.2047,0.1297
LM,early,9/5/2019,5:20,1.2,1.2,1.2,51.895,0.6,45.127,87.8,-0.1988,0.6,0.6,0.2047,0.1297
LM,early,9/5/2019,5:30,1.2,1.2,1.2,51.852,0.6,45.307,86.5,-0.1988,0.6,0.6,0.2047,0.1297
LM,early,9/5/2019,5:40,1.2,1.2,1.2,51.764,0.6,43.122,88.3,-0.1988,0.6,0.6,0.2043,0.1297
LM,early,9/5/2019,5:50,1.2,1.2,1.2,51.633,0.6,40.905,91.5,-0.1988,0.6,0.6,0.2043,0.1297
LM,early,9/5/2019,6:00,1.2,1.2,1.2,51.501,0.6,40.485,93.2,-0.1988,0.6,0.6,0.2043,0.129
LM,early,9/5/2019,6:10,1.2,1.2,1.2,51.37,0.6,40.719,94.2,-0.1988,0.6,0.6,0.2043,0.129
LM,early,9/5/2019,6:20,1.2,1.2,1.2,51.148,0.6,39.736,93.8,-0.1988,0.6,0.6,0.2047,0.1297
LM,early,9/5/2019,6:30,1.2,1.2,1.2,50.974,0.6,38.226,95,-0.1988,0.6,0.6,0.2043,0.1297
LM,early,9/5/2019,6:40,11.2,1.2,1.2,50.797,0.6,40.345,96.3,-0.1988,4.4,0.6,0.2047,0.1297
LM,early,9/5/2019,6:50,26.2,1.2,1.2,50.664,1.9,41.508,95.7,-0.1988,9.4,0.6,0.2043,0.129
LM,early,9/5/2019,7:00,41.2,1.2,1.2,50.533,1.9,40.905,94.2,-0.1988,13.1,0.6,0.2047,0.1297
LM,early,9/5/2019,7:10,56.2,1.2,1.2,50.4,3.1,40.998,93.7,-0.1988,16.9,1.9,0.2043,0.1297
LM,early,9/5/2019,7:20,71.2,1.2,1.2,50.311,4.4,40.858,94.4,-0.1988,23.1,3.1,0.2047,0.1297
LM,early,9/5/2019,7:30,116.2,21.2,21.2,50.223,68.1,45.624,92,-0.1988,58.1,49.4,0.2047,0.1302
LM,early,9/5/2019,7:40,166.2,23.7,26.2,50.18,73.1,49.249,82.9,-0.1988,91.9,54.4,0.2047,0.1297
LM,early,9/5/2019,7:50,253.7,26.2,28.7,50.223,80.6,52.423,75.4,-0.1988,136.9,56.9,0.2043,0.1297
LM,early,9/5/2019,8:00,318.7,26.2,31.2,50.268,85.6,55.69,70,-0.1988,175.6,59.4,0.2043,0.1335
LM,early,9/5/2019,8:10,383.7,31.2,33.7,50.4,89.4,58.195,63.2,-0.1988,209.4,65.6,0.2043,0.1335
LM,early,9/5/2019,8:20,-888.9,33.7,36.2,50.576,94.4,60.303,59.4,-0.1988,246.9,70.6,0.2043,0.1331
LM,early,9/5/2019,8:30,526.2,36.2,38.7,50.709,99.4,62.105,56.8,-0.1988,283.1,75.6,0.2043,0.1331
LM,early,9/5/2019,8:40,601.2,38.7,41.2,50.974,104.4,64.161,54,-0.1988,321.9,80.6,0.2047,0.1331
LM,early,9/5/2019,8:50,671.2,41.2,43.7,51.237,106.9,65.745,53.8,-0.1988,358.1,83.1,0.2043,0.1331
LM,early,9/5/2019,9:00,746.2,43.7,43.7,51.544,110.6,66.985,51.6,-0.1988,394.4,85.6,0.2043,0.1331
LM,early,9/5/2019,9:10,823.7,43.7,46.2,51.895,113.1,69.3,48.3,-0.1988,434.4,89.4,0.2043,0.1331
LM,early,9/5/2019,9:20,898.7,46.2,48.7,52.246,116.9,69.386,45.3,-0.1988,473.1,91.9,0.2043,0.1335
LM,early,9/5/2019,9:30,971.2,48.7,48.7,52.641,119.4,71.533,44.1,-0.1988,509.4,94.4,0.2038,0.1335
LM,early,9/5/2019,9:40,1041.2,48.7,48.7,53.035,121.9,72.093,43.4,-0.1988,544.4,96.9,0.2043,0.1331
LM,early,9/5/2019,9:50,1113.7,51.2,48.7,53.472,123.1,73.213,40.9,-0.1988,581.9,99.4,0.2038,0.1331
LM,early,9/5/2019,10:00,1181.2,51.2,48.7,53.951,124.4,73.947,40.6,-0.1988,616.9,100.6,0.2038,0.129
LM,early,9/5/2019,10:10,1246.2,53.7,48.7,54.473,125.6,76.419,37.3,-0.1988,649.4,103.1,0.2038,0.129
LM,early,9/5/2019,10:20,1308.7,53.7,51.2,54.995,125.6,78.121,35.9,-0.1988,680.6,104.4,0.2035,0.1285
LM,early,9/5/2019,10:30,1371.2,53.7,48.7,55.515,126.9,79.173,34.7,-0.1988,713.1,105.6,0.2035,0.1297
LM,early,9/5/2019,10:40,1431.2,53.7,51.2,56.035,126.9,80.184,33.8,-0.1988,743.1,108.1,0.2029,0.129
LM,early,9/5/2019,10:50,1488.7,56.2,51.2,56.599,125.6,80.802,33.1,-0.1988,774.4,109.4,0.2029,0.1302
LM,early,9/5/2019,11:00,1496.2,53.7,48.7,57.247,121.9,81.642,31.5,-0.1988,773.1,106.9,0.2029,0.1335
LM,early,9/5/2019,11:10,1528.7,53.7,48.7,57.893,120.6,82.886,29.3,-0.1988,790.6,106.9,0.2035,0.129
LM,early,9/5/2019,11:20,1676.2,58.7,53.7,58.541,129.4,84.137,28.1,-0.1988,878.1,116.9,0.2029,0.129
LM,early,9/5/2019,11:30,1733.7,58.7,53.7,59.185,129.4,85.082,26,-0.1988,913.1,120.6,0.2035,0.1335
LM,early,9/5/2019,11:40,1791.2,61.2,53.7,59.83,129.4,85.894,25.3,-0.1988,945.6,121.9,0.2035,0.1335
LM,early,9/5/2019,11:50,1868.7,63.7,58.7,60.474,131.9,86.391,24.8,-0.1988,994.4,125.6,0.2035,0.1335
LM,early,9/5/2019,12:00,1956.2,66.2,61.2,61.162,136.9,87.483,23.6,-0.1988,1054.4,130.6,0.2035,0.1331
LM,early,9/5/2019,12:10,2011.2,66.2,63.7,61.804,136.9,87.939,23.5,-0.1988,1086.9,131.9,0.202,0.1321
LM,early,9/5/2019,12:20,623.7,21.2,21.2,62.447,45.6,90.239,22.8,-0.1988,294.4,41.9,0.2029,0.1335
LM,early,9/5/2019,12:30,2126.2,68.7,63.7,63.048,136.9,89.731,22,-0.1988,1155.6,134.4,0.2026,0.1335
LM,early,9/5/2019,12:40,2188.7,68.7,71.2,63.689,131.9,86.256,23.7,-0.1988,1201.9,135.6,0.2029,0.1335
LM,early,9/5/2019,12:50,703.7,26.2,26.2,64.204,53.1,77.292,30.6,-0.1988,360.6,48.1,0.2029,0.1331
LM,early,9/5/2019,13:00,738.7,26.2,26.2,64.503,50.6,77.815,32.4,-0.1988,375.6,49.4,0.2026,0.1326
LM,early,9/5/2019,13:10,1658.7,48.7,51.2,64.674,83.1,78.645,30.7,-0.1988,884.4,94.4,0.2029,0.1331
LM,early,9/5/2019,13:20,608.7,21.2,21.2,64.76,40.6,75.898,30.8,-0.1988,311.9,40.6,0.2035,0.1297
LM,early,9/5/2019,13:30,501.2,18.7,18.7,64.803,39.4,74.856,31,-0.1988,255.6,36.9,0.2026,0.1317
LM,early,9/5/2019,13:40,286.2,11.2,13.7,64.717,25.6,73.213,31.5,-0.1988,144.4,23.1,0.2029,0.1312
LM,early,9/5/2019,13:50,181.2,6.2,6.2,64.546,16.9,71.834,32.1,-0.1988,90.6,15.6,0.2029,0.1342
LM,early,9/5/2019,14:00,103.7,3.7,3.7,64.332,10.6,70.201,34,-0.1988,51.9,9.4,0.2029,0.1335
LM,early,9/5/2019,14:10,91.2,3.7,3.7,64.074,8.1,67.413,40,-0.1988,45.6,6.9,0.2029,0.1342
LM,early,9/5/2019,14:20,101.2,3.7,3.7,63.732,8.1,59.486,69.6,-0.1988,51.9,6.9,0.2035,0.1331
LM,early,9/5/2019,14:30,146.2,3.7,3.7,63.433,9.4,58.669,72.2,-0.1988,73.1,8.1,0.2038,0.1335
LM,early,9/5/2019,14:40,218.7,6.2,6.2,63.09,14.4,58.195,80.2,-0.1988,113.1,11.9,0.2038,0.1331
LM,early,9/5/2019,14:50,348.7,11.2,11.2,62.748,23.1,59.056,80,-0.1988,184.4,20.6,0.2038,0.1331
LM,early,9/5/2019,15:00,491.2,16.2,16.2,62.447,34.4,61.804,72.1,-0.1988,258.1,30.6,0.2035,0.1335
LM,early,9/5/2019,15:10,641.2,21.2,21.2,62.191,45.6,63.862,70.6,-0.1988,331.9,41.9,0.2043,0.1331
LM,early,9/5/2019,15:20,341.2,13.7,13.7,61.977,28.1,64.288,67.1,-0.1988,176.9,25.6,0.2043,0.1331
LM,early,9/5/2019,15:30,258.7,8.7,8.7,61.848,20.6,63.946,65.1,-0.1988,138.1,19.4,0.2043,0.1331
LM,early,9/5/2019,15:40,486.2,16.2,16.2,61.761,36.9,64.418,64.4,-0.1988,256.9,33.1,0.2043,0.1331
LM,early,9/5/2019,15:50,743.7,23.7,26.2,61.633,51.9,66.515,60.2,-0.1988,385.6,46.9,0.2043,0.1335
LM,early,9/5/2019,16:00,506.2,18.7,18.7,61.547,39.4,65.574,57.6,-0.1988,261.9,34.4,0.2043,0.1347
LM,early,9/5/2019,16:10,371.2,13.7,13.7,61.506,28.1,63.946,56.1,-0.1988,189.4,24.4,0.2043,0.1347
LM,early,9/5/2019,16:20,316.2,11.2,11.2,61.376,23.1,62.062,57.4,-0.1988,159.4,20.6,0.2043,0.1342
LM,early,9/5/2019,16:30,323.7,11.2,11.2,61.205,23.1,61.677,57.7,-0.1988,161.9,20.6,0.2043,0.1342
LM,early,9/5/2019,16:40,373.7,11.2,13.7,61.032,23.1,61.848,57.7,-0.1988,184.4,23.1,0.2043,0.1342
LM,early,9/5/2019,16:50,748.7,26.2,26.2,60.861,46.9,63.604,53.3,-0.1988,378.1,43.1,0.2043,0.1335
