Plot Title: 9735540_SM_LSA_B1_ctrl,,,,,,,,,,,,,,,
#,,"Date Time, GMT-06:00","Water Content, m³/m³ (LGR S/N: 9735540, SEN S/N: 2012372, LBL: LSA_B1R)","Temp, °F (LGR S/N: 9735540, SEN S/N: 9680600, LBL: LSA_B1)","PAR, uE (LGR S/N: 9735540, SEN S/N: 9700883, LBL: LSA_B1R)","PAR, uE (LGR S/N: 9735540, SEN S/N: 9700893, LBL: LSA_B1L)","PAR, uE (LGR S/N: 9735551, SEN S/N: 9700882)","Temp, °F (LGR S/N: 9735540, SEN S/N: 9721335, LBL: LSA_B1L )","RH, % (LGR S/N: 9735540, SEN S/N: 9721335, LBL: LSA_B1L)","Voltage, V (LGR S/N: 9735540, SEN S/N: 9725488)","Current, mA (LGR S/N: 9735540, SEN S/N: 9725488)","Solar Radiation, W/m² (LGR S/N: 9735540, SEN S/N: 9734398, LBL: LSA_B1L)","Solar Radiation, W/m² (LGR S/N: 9735540, SEN S/N: 9734403, LBL: LSA_B1L)","Solar Radiation, W/m² (LGR S/N: 9735540, SEN S/N: 9734407, LBL: LSA_B1R)","Water Content, m³/m³ (LGR S/N: 9735540, SEN S/N: 10769153, LBL: LSA_B1R)"
Site,Treatment,Date.Time,SWC.right,ST,PAR.right,PAR.left,PAR.up,Air.T,RH,,,SR.left,SR.up,SR.right,SWC.between
LSA,control,10/2/2019 8:19,-0.0164,37.321,-888.9,1.2,1.2,28.942,44.7,-0.2039,0,0.6,21.9,0.6,-0.0527
LSA,control,10/2/2019 8:29,-0.0164,37.225,-888.9,1.2,1.2,29.097,43.4,-0.2039,0,0.6,24.4,0.6,-0.0527
LSA,control,10/2/2019 8:39,-0.0164,37.274,-888.9,26.2,1.2,39.313,34.6,-0.2039,0,51.9,104.4,38.1,-0.052
LSA,control,10/2/2019 8:49,-0.0164,37.56,-888.9,28.7,1.2,42.386,29.7,-0.2039,0,55.6,229.4,41.9,-0.052
LSA,control,10/2/2019 8:59,-0.0157,37.893,-888.9,31.2,1.2,41.74,29.1,-0.2039,0,58.1,276.9,44.4,-0.052
LSA,control,10/2/2019 9:09,-0.0157,38.322,-888.9,31.2,1.2,45.082,26.4,-0.2039,0,60.6,314.4,46.9,-0.0513
LSA,control,10/2/2019 9:19,-0.0157,38.889,-888.9,33.7,1.2,48.538,24.8,-0.2039,0,64.4,354.4,49.4,-0.0513
LSA,control,10/2/2019 9:29,-0.015,39.596,-888.9,36.2,1.2,49.383,25.9,-0.2039,0,66.9,391.9,53.1,-0.0513
LSA,control,10/2/2019 9:39,-0.015,40.251,-888.9,38.7,1.2,46.076,26.4,-0.2039,0,69.4,430.6,55.6,-0.0513
LSA,control,10/2/2019 9:49,-0.015,40.811,-888.9,38.7,1.2,53.166,22.5,-0.2039,0,71.9,468.1,58.1,-0.0513
LSA,control,10/2/2019 9:59,-0.015,41.184,-888.9,41.2,1.2,51.501,21.1,-0.2039,0,74.4,503.1,60.6,-0.0513
LSA,control,10/2/2019 10:09,-0.0142,41.648,-888.9,43.7,1.2,53.602,19.8,-0.2039,0,76.9,539.4,63.1,-0.0506
LSA,control,10/2/2019 10:19,-0.0142,42.433,-888.9,46.2,1.2,54.3,19.7,-0.2039,0,78.1,574.4,65.6,-0.0506
LSA,control,10/2/2019 10:29,-0.0142,43.214,-888.9,48.7,1.2,56.251,18.6,-0.2039,0,80.6,608.1,66.9,-0.0506
LSA,control,10/2/2019 10:39,-0.0135,43.945,-888.9,48.7,1.2,51.37,21,-0.2039,0,83.1,639.4,68.1,-0.0506
LSA,control,10/2/2019 10:49,-0.0135,44.719,-888.9,51.2,1.2,52.947,19.5,-0.2039,0,84.4,671.9,69.4,-0.0506
LSA,control,10/2/2019 10:59,-0.0135,45.624,-888.9,51.2,8.7,52.772,20.4,-0.2039,0,85.6,700.6,70.6,-0.0498
LSA,control,10/2/2019 11:09,-0.0128,46.436,-888.9,53.7,48.7,52.992,20,-0.2039,0,88.1,731.9,71.9,-0.0498
LSA,control,10/2/2019 11:19,-0.0128,47.334,-888.9,56.2,81.2,55.558,18,-0.2039,0,89.4,756.9,73.1,-0.0498
LSA,control,10/2/2019 11:29,-0.0128,48.272,-888.9,56.2,91.2,59.014,16.3,-0.2039,0,91.9,785.6,74.4,-0.0498
LSA,control,10/2/2019 11:39,-0.0121,49.204,-888.9,56.2,51.2,57.549,14.4,-0.2039,0,91.9,811.9,75.6,-0.0498
LSA,control,10/2/2019 11:49,-0.0121,50.135,-888.9,58.7,71.2,58.239,14,-0.2039,0,93.1,830.6,75.6,-0.0491
LSA,control,10/2/2019 11:59,-0.0113,50.974,-888.9,58.7,66.2,59.099,13,-0.2039,0,94.4,856.9,78.1,-0.0491
LSA,control,10/2/2019 12:09,-0.0113,51.764,-888.9,58.7,141.2,58.411,13.3,-0.2039,0,94.4,875.6,78.1,-0.0491
LSA,control,10/2/2019 12:19,-0.0113,52.423,-888.9,58.7,268.7,56.165,14.9,-0.2039,0,94.4,891.9,78.1,-0.0484
LSA,control,10/2/2019 12:29,-0.0113,53.078,-888.9,58.7,323.7,56.251,14.2,-0.2039,0,94.4,910.6,79.4,-0.0484
LSA,control,10/2/2019 12:39,-0.0113,53.515,-888.9,58.7,218.7,57.506,14.2,-0.2039,0,94.4,925.6,79.4,-0.0491
LSA,control,10/2/2019 12:49,-0.0106,54.037,-888.9,58.7,881.2,59.873,13.4,-0.2039,0,94.4,944.4,79.4,-0.0484
LSA,control,10/2/2019 12:59,-0.0106,54.561,-888.9,58.7,386.2,60.39,14.4,-0.2039,0,93.1,955.6,79.4,-0.0484
LSA,control,10/2/2019 13:09,-0.0106,54.909,-888.9,58.7,1131.2,58.669,15,-0.2039,0,91.9,964.4,79.4,-0.0484
LSA,control,10/2/2019 13:19,-0.0106,55.125,-888.9,56.2,458.7,56.295,14.8,-0.2039,0,91.9,974.4,78.1,-0.0484
LSA,control,10/2/2019 13:29,-0.0106,55.386,-888.9,56.2,1303.7,58.885,14,-0.2039,0,89.4,978.1,76.9,-0.0484
LSA,control,10/2/2019 13:39,-0.0106,55.602,-888.9,53.7,923.7,60.948,13.7,-0.2039,0,88.1,983.1,76.9,-0.0484
LSA,control,10/2/2019 13:49,-0.0106,55.733,-888.9,53.7,181.2,57.16,15.1,-0.2039,0,86.9,981.9,75.6,-0.0484
LSA,control,10/2/2019 13:59,-0.0106,55.733,-888.9,51.2,491.2,58.755,13.4,-0.2039,0,86.9,981.9,74.4,-0.0484
LSA,control,10/2/2019 14:09,-0.0106,55.949,-888.9,51.2,771.2,60.433,14.3,-0.2039,0,84.4,974.4,73.1,-0.0484
LSA,control,10/2/2019 14:19,-0.0106,56.079,-888.9,48.7,363.7,59.272,13.8,-0.2039,0,81.9,973.1,70.6,-0.0484
LSA,control,10/2/2019 14:29,-0.0106,56.165,-888.9,48.7,218.7,61.248,14.2,-0.2039,0,80.6,960.6,69.4,-0.0484
LSA,control,10/2/2019 14:39,-0.0106,56.208,-888.9,46.2,311.2,57.204,14.2,-0.2039,0,75.6,950.6,66.9,-0.0484
LSA,control,10/2/2019 14:49,-0.0106,56.251,-888.9,43.7,218.7,60.517,13.7,-0.2039,0,73.1,935.6,65.6,-0.0476
LSA,control,10/2/2019 14:59,-0.0106,56.208,-888.9,41.2,376.2,58.798,13.4,-0.2039,0,69.4,916.9,64.4,-0.0476
LSA,control,10/2/2019 15:09,-0.0106,56.165,-888.9,38.7,1616.2,58.152,13,-0.2039,0,65.6,900.6,61.9,-0.0476
LSA,control,10/2/2019 15:19,-0.0106,56.165,-888.9,38.7,608.7,54.82,13.6,-0.2039,0,63.1,885.6,59.4,-0.0469
LSA,control,10/2/2019 15:29,-0.0106,56.079,-888.9,36.2,2256.2,55.168,13.9,-0.2039,0,59.4,855.6,56.9,-0.0476
LSA,control,10/2/2019 15:39,-0.0106,56.035,-888.9,36.2,706.2,57.16,14.4,-0.2039,0,56.9,838.1,54.4,-0.0469
LSA,control,10/2/2019 15:49,-0.0106,55.949,-888.9,33.7,513.7,54.604,14.3,-0.2039,0,54.4,811.9,51.9,-0.0469
LSA,control,10/2/2019 15:59,-0.0106,55.776,-888.9,31.2,276.2,53.776,13.9,-0.2039,0,50.6,786.9,49.4,-0.0469
LSA,control,10/2/2019 16:09,-0.0106,55.602,-888.9,31.2,611.2,51.94,15.2,-0.2039,0,48.1,759.4,46.9,-0.0476
LSA,control,10/2/2019 16:19,-0.0106,55.429,-888.9,28.7,778.7,51.105,15,-0.2039,0,45.6,728.1,44.4,-0.0476
LSA,control,10/2/2019 16:29,-0.0106,55.168,-888.9,28.7,748.7,50.752,15.6,-0.2039,0,41.9,698.1,41.9,-0.0476
LSA,control,10/2/2019 16:39,-0.0106,54.952,-888.9,26.2,703.7,50.223,14.6,-0.2039,0,39.4,666.9,38.1,-0.0476
LSA,control,10/2/2019 16:49,-0.0106,54.648,-888.9,23.7,2241.2,48.983,15.9,-0.2039,0,36.9,633.1,36.9,-0.0469
LSA,control,10/2/2019 16:59,-0.0113,54.387,-888.9,23.7,556.2,48.137,14.9,-0.2039,0,35.6,594.4,34.4,-0.0476
LSA,control,10/2/2019 17:09,-0.0113,54.082,-888.9,23.7,421.2,47.557,15.7,-0.2039,0,33.1,559.4,30.6,-0.0476
LSA,control,10/2/2019 17:19,-0.0113,53.69,-888.9,18.7,328.7,46.166,16.2,-0.2039,0,29.4,518.1,26.9,-0.0484
LSA,control,10/2/2019 17:29,-0.0113,53.341,-888.9,18.7,751.2,46.121,16.3,-0.2039,0,26.9,476.9,23.1,-0.0484
LSA,control,10/2/2019 17:39,-0.0113,52.992,-888.9,13.7,773.7,44.445,18,-0.2039,0,20.6,430.6,19.4,-0.0484
LSA,control,10/2/2019 17:49,-0.0121,52.597,-888.9,1.2,2346.2,42.57,19.2,-0.2039,0,3.1,25.6,1.9,-0.0484
LSA,control,10/2/2019 17:59,-0.0121,52.203,-888.9,1.2,821.2,40.204,20.9,-0.2039,0,1.9,20.6,1.9,-0.0484
LSA,control,10/2/2019 18:09,-0.0121,51.809,-888.9,1.2,951.2,37.274,23.1,-0.2039,0,1.9,19.4,0.6,-0.0484
LSA,control,10/2/2019 18:19,-0.0128,51.325,-888.9,1.2,461.2,33.287,30.1,-0.2039,0,0.6,15.6,0.6,-0.0491
LSA,control,10/2/2019 18:29,-0.0128,50.886,-888.9,1.2,1228.7,31.44,31,-0.2039,0,0.6,11.9,0.6,-0.0491
LSA,control,10/2/2019 18:39,-0.0128,50.4,-888.9,1.2,1626.2,30.58,32.1,-0.2039,0,0.6,8.1,0.6,-0.0491
LSA,control,10/2/2019 18:49,-0.0135,49.914,-888.9,1.2,2141.2,29.199,34.3,-0.2039,0,0.6,4.4,0.6,-0.0498
LSA,control,10/2/2019 18:59,-0.0135,49.428,-888.9,1.2,686.2,28.06,36.4,-0.2039,0,0.6,0.6,0.6,-0.0498
LSA,control,10/2/2019 19:09,-0.0135,48.983,-888.9,1.2,1898.7,27.747,35.1,-0.2039,0,0.6,0.6,0.6,-0.0498
LSA,control,10/2/2019 19:19,-0.0142,48.493,-888.9,1.2,1916.2,26.483,35.6,-0.2039,0,0.6,0.6,0.6,-0.0498
LSA,control,10/2/2019 19:29,-0.0142,48.049,-888.9,1.2,1883.7,27.012,36.3,-0.2039,0,0.6,0.6,0.6,-0.0498
LSA,control,10/2/2019 19:39,-0.0142,47.557,-888.9,1.2,531.2,26.537,35.9,-0.2039,0,0.6,0.6,0.6,-0.0506
LSA,control,10/2/2019 19:49,-0.0142,47.109,-888.9,1.2,531.2,26.431,36.4,-0.2039,0,0.6,0.6,0.6,-0.0506
LSA,control,10/2/2019 19:59,-0.0142,46.706,-888.9,1.2,1133.7,26.431,36.2,-0.2039,0,0.6,0.6,0.6,-0.0506
LSA,control,10/2/2019 20:09,-0.0142,46.301,-888.9,1.2,671.2,25.792,36,-0.2039,0,0.6,0.6,0.6,-0.0506
LSA,control,10/2/2019 20:19,-0.0142,45.851,-888.9,1.2,358.7,25.898,37.4,-0.2039,0,0.6,0.6,0.6,-0.0506
LSA,control,10/2/2019 20:29,-0.0142,45.444,-888.9,1.2,1488.7,26.164,36.3,-0.2039,0,0.6,0.6,0.6,-0.0498
LSA,control,10/2/2019 20:39,-0.0142,45.082,-888.9,1.2,1328.7,24.01,37.7,-0.2039,0,0.6,0.6,0.6,-0.0506
LSA,control,10/2/2019 20:49,-0.015,44.674,-888.9,1.2,1348.7,22.912,42.7,-0.2039,0,0.6,0.6,0.6,-0.0506
LSA,control,10/2/2019 20:59,-0.015,44.31,-888.9,1.2,1173.7,23.738,40.1,-0.2039,0,0.6,0.6,0.6,-0.0506
LSA,control,10/2/2019 21:09,-0.015,43.945,-888.9,1.2,1253.7,23.902,39,-0.2039,0,0.6,0.6,0.6,-0.0513
LSA,control,10/2/2019 21:19,-0.015,43.579,-888.9,1.2,291.2,22.08,40.2,-0.2039,0,0.6,0.6,0.6,-0.0513
LSA,control,10/2/2019 21:29,-0.0157,43.214,-888.9,1.2,256.2,23.902,39,-0.2039,0,0.6,0.6,0.6,-0.0513
LSA,control,10/2/2019 21:39,-0.0157,42.892,-888.9,1.2,851.2,22.192,39.9,-0.2039,0,0.6,0.6,0.6,-0.0513
LSA,control,10/2/2019 21:49,-0.0157,42.57,-888.9,1.2,228.7,23.023,39.8,-0.2039,0,0.6,0.6,0.6,-0.0513
LSA,control,10/2/2019 21:59,-0.0157,42.247,-888.9,1.2,703.7,22.192,38.2,-0.2039,0,0.6,0.6,0.6,-0.0513
LSA,control,10/2/2019 22:09,-0.0157,41.925,-888.9,1.2,146.2,22.858,39,-0.2039,0,0.6,0.6,0.6,-0.0513
LSA,control,10/2/2019 22:19,-0.0157,41.601,-888.9,1.2,191.2,22.08,39.2,-0.2039,0,0.6,0.6,0.6,-0.0513
LSA,control,10/2/2019 22:29,-0.0157,41.322,-888.9,1.2,118.7,21.576,40,-0.2039,0,0.6,0.6,0.6,-0.052
LSA,control,10/2/2019 22:39,-0.0157,40.998,-888.9,1.2,98.7,22.413,38.7,-0.2039,0,0.6,0.6,0.6,-0.052
LSA,control,10/2/2019 22:49,-0.0157,40.719,-888.9,1.2,91.2,21.688,38.4,-0.2039,0,0.6,0.6,0.6,-0.052
LSA,control,10/2/2019 22:59,-0.0157,40.438,-888.9,1.2,51.2,20.842,39.6,-0.2039,0,0.6,0.6,0.6,-0.052
LSA,control,10/2/2019 23:09,-0.0157,40.158,-888.9,1.2,33.7,21.407,41.2,-0.2039,0,0.6,0.6,0.6,-0.052
LSA,control,10/2/2019 23:19,-0.0157,39.877,-888.9,1.2,21.2,21.632,40,-0.2039,0,0.6,0.6,0.6,-0.052
LSA,control,10/2/2019 23:29,-0.0157,39.643,-888.9,1.2,8.7,20.158,42.4,-0.2039,0,0.6,0.6,0.6,-0.052
LSA,control,10/2/2019 23:39,-0.0164,39.36,-888.9,1.2,1.2,19.814,44,-0.2039,0,0.6,0.6,0.6,-0.052
LSA,control,10/2/2019 23:49,-0.0164,39.124,-888.9,1.2,1.2,21.688,42.1,-0.2039,0,0.6,0.6,0.6,-0.052
LSA,control,10/2/2019 23:59,-0.0157,38.842,-888.9,1.2,1.2,18.948,45.5,-0.2039,0,0.6,0.6,0.6,-0.052
LSA,control,10/3/2019 0:09,-0.0164,38.606,-888.9,1.2,1.2,20.044,46.1,-0.2039,0,0.6,0.6,0.6,-0.052
LSA,control,10/3/2019 0:19,-0.0157,38.368,-888.9,1.2,1.2,19.872,43.3,-0.2039,0,0.6,0.6,0.6,-0.052
LSA,control,10/3/2019 0:29,-0.0164,38.131,-888.9,1.2,1.2,19.872,45,-0.2039,0,0.6,0.6,0.6,-0.0527
LSA,control,10/3/2019 0:39,-0.0164,37.893,-888.9,1.2,1.2,19.411,46.1,-0.2039,0,0.6,0.6,0.6,-0.052
LSA,control,10/3/2019 0:49,-0.0164,37.702,-888.9,1.2,1.2,19.699,44.9,-0.2039,0,0.6,0.6,0.6,-0.0527
LSA,control,10/3/2019 0:59,-0.0164,37.465,-888.9,1.2,1.2,19.411,48,-0.2039,0,0.6,0.6,0.6,-0.0527
LSA,control,10/3/2019 1:09,-0.0164,37.225,-888.9,1.2,1.2,19.411,47.3,-0.2039,0,0.6,0.6,0.6,-0.0527
LSA,control,10/3/2019 1:19,-0.0164,37.035,-888.9,1.2,1.2,18.889,48.2,-0.2039,0,0.6,0.6,0.6,-0.0527
LSA,control,10/3/2019 1:29,-0.0164,36.842,-888.9,1.2,1.2,19.18,47.4,-0.2039,0,0.6,0.6,0.6,-0.0527
LSA,control,10/3/2019 1:39,-0.0164,36.603,-888.9,1.2,1.2,18.889,47.9,-0.2039,0,0.6,0.6,0.6,-0.0527
LSA,control,10/3/2019 1:49,-0.0164,36.41,-888.9,1.2,1.2,20.898,46.1,-0.2039,0,0.6,0.6,0.6,-0.0527
LSA,control,10/3/2019 1:59,-0.0164,36.217,-888.9,1.2,1.2,19.526,47.4,-0.2039,0,0.6,0.6,0.6,-0.0527
LSA,control,10/3/2019 2:09,-0.0164,36.025,-888.9,1.2,1.2,20.158,46.2,-0.2039,0,0.6,0.6,0.6,-0.0527
