Plot Title: 9735551_SM_LSA_B2_trmt,,,,,,,,,,,,,,,
#,,"Date Time, GMT-06:00","PAR, uE (LGR S/N: 9735551, SEN S/N: 9700882)","PAR, uE (LGR S/N: 9735551, SEN S/N: 9700889)","PAR, uE (LGR S/N: 9735551, SEN S/N: 9700899)","Temp, °F (LGR S/N: 9735551, SEN S/N: 9719154)","Temp, °F (LGR S/N: 9735551, SEN S/N: 9721332)","RH, % (LGR S/N: 9735551, SEN S/N: 9721332)","Voltage, V (LGR S/N: 9735551, SEN S/N: 9725502)","Solar Radiation, W/m² (LGR S/N: 9735551, SEN S/N: 9734411)","Solar Radiation, W/m² (LGR S/N: 9735551, SEN S/N: 9734415)","Solar Radiation, W/m² (LGR S/N: 9735551, SEN S/N: 9734419)","Water Content, m³/m³ (LGR S/N: 9735551, SEN S/N: 10769151)","Water Content, m³/m³ (LGR S/N: 9735551, SEN S/N: 10769152)","Batt, V (LGR S/N: 9735551)"
Site,Treatment,Date.Time,PAR.up,PAR.right,PAR.left,ST.between,Air.T,RH,,SR.up,SR.right,SR.left,SWC.between,SWC.between,
LSA,early,8/29/2019 7:30,76.2,1.2,1.2,46.436,34.957,65,-0.1988,23.1,0.6,1.9,0.0228,0.0279,4.4
LSA,early,8/29/2019 7:40,83.7,1.2,1.2,46.436,35.249,66.4,-0.1988,24.4,0.6,1.9,0.0228,0.0279,4.381
LSA,early,8/29/2019 7:50,91.2,1.2,1.2,46.436,35.055,69.3,-0.1988,26.9,1.9,1.9,0.0228,0.0272,4.393
LSA,early,8/29/2019 8:00,103.7,1.2,1.2,46.436,35.249,71.7,-0.1988,33.1,1.9,3.1,0.0228,0.0279,4.393
LSA,early,8/29/2019 8:10,118.7,3.7,3.7,46.436,36.361,71.6,-0.1988,40.6,3.1,4.4,0.0221,0.0279,4.43
LSA,early,8/29/2019 8:20,116.2,3.7,3.7,46.526,37.513,65.6,-0.1988,38.1,3.1,4.4,0.0228,0.0279,4.393
LSA,early,8/29/2019 8:30,116.2,3.7,3.7,46.571,39.36,62.6,-0.1988,38.1,3.1,4.4,0.0221,0.0272,4.393
LSA,early,8/29/2019 8:40,711.2,33.7,38.7,46.796,53.515,42.2,-0.1988,353.1,58.1,79.4,0.0221,0.0272,4.393
LSA,early,8/29/2019 8:50,778.7,36.2,41.2,47.467,61.205,35.8,-0.1988,385.6,61.9,83.1,0.0221,0.0279,4.393
LSA,early,8/29/2019 9:00,861.2,41.2,43.7,48.272,68.4,25.2,-0.1988,426.9,65.6,86.9,0.0221,0.0272,4.393
LSA,early,8/29/2019 9:10,933.7,43.7,43.7,49.249,73.947,24.9,-0.1988,464.4,69.4,91.9,0.0221,0.0279,4.375
LSA,early,8/29/2019 9:20,1006.2,46.2,46.2,50.268,73.861,24.3,-0.1988,496.9,73.1,93.1,0.0221,0.0279,4.393
LSA,early,8/29/2019 9:30,1088.7,48.7,48.7,51.282,75.29,25,-0.1988,535.6,75.6,96.9,0.0221,0.0279,4.381
LSA,early,8/29/2019 9:40,1191.2,53.7,51.2,52.291,80.051,23.2,-0.1988,591.9,81.9,103.1,0.0221,0.0279,4.363
LSA,early,8/29/2019 9:50,963.7,43.7,41.2,53.253,80.227,22.5,-0.1988,466.9,61.9,78.1,0.0228,0.0286,4.369
LSA,early,8/29/2019 10:00,1161.2,51.2,48.7,54.126,77.029,24.7,-0.1988,570.6,75.6,94.4,0.0221,0.0286,4.484
LSA,early,8/29/2019 10:10,1151.2,51.2,46.2,54.865,74.683,26.2,-0.1988,556.9,71.9,88.1,0.0221,0.0286,4.363
LSA,early,8/29/2019 10:20,1021.2,43.7,38.7,55.602,78.076,23.9,-0.1988,485.6,58.1,71.9,0.0221,0.0286,4.363
LSA,early,8/29/2019 10:30,1611.2,71.2,61.2,56.469,85.127,19.8,-0.1988,803.1,99.4,120.6,0.0221,0.0286,4.363
LSA,early,8/29/2019 10:40,1608.7,71.2,61.2,57.29,76.899,22.5,-0.1988,788.1,98.1,118.1,0.0221,0.0286,4.363
LSA,early,8/29/2019 10:50,716.2,28.7,23.7,58.195,82.886,20.6,-0.1988,324.4,35.6,44.4,0.0221,0.0286,4.393
LSA,early,8/29/2019 11:00,1178.7,48.7,41.2,58.755,76.071,24.4,-0.1937,569.4,66.9,79.4,0.0228,0.0286,4.363
LSA,early,8/29/2019 11:10,1816.2,78.7,66.2,59.486,84.632,21.6,-0.1988,910.6,108.1,128.1,0.0228,0.0293,4.393
LSA,early,8/29/2019 11:20,1921.2,83.7,68.7,60.433,92.291,17.4,-0.1988,971.9,115.6,136.9,0.0228,0.0293,4.363
LSA,early,8/29/2019 11:30,2023.7,86.2,73.7,61.506,87.483,15.2,-0.1988,1019.4,120.6,141.9,0.0221,0.0293,4.393
LSA,early,8/29/2019 11:40,1921.2,81.2,68.7,62.447,92.057,17,-0.1988,973.1,111.9,133.1,0.0221,0.0293,4.363
LSA,early,8/29/2019 11:50,1936.2,81.2,68.7,63.475,91.589,16.9,-0.1988,996.9,113.1,133.1,0.0228,0.0293,4.393
LSA,early,8/29/2019 12:00,1708.7,71.2,58.7,64.247,83.154,17.8,-0.1988,878.1,98.1,114.4,0.0228,0.0301,4.363
LSA,early,8/29/2019 12:10,1808.7,76.2,63.7,64.974,88.763,17.4,-0.1988,929.4,103.1,120.6,0.0228,0.0301,4.478
LSA,early,8/29/2019 12:20,2196.2,91.2,76.2,65.788,87.757,14,-0.1988,1138.1,124.4,145.6,0.0228,0.0301,4.363
LSA,early,8/29/2019 12:30,1788.7,71.2,61.2,66.385,88.122,14.9,-0.1988,914.4,96.9,111.9,0.0228,0.0308,4.363
LSA,early,8/29/2019 12:40,1238.7,48.7,41.2,67.071,90.286,15.3,-0.1988,631.9,65.6,79.4,0.0228,0.0308,4.363
LSA,early,8/29/2019 12:50,1091.2,41.2,36.2,67.372,80.051,17.5,-0.1988,563.1,56.9,69.4,0.0228,0.0308,4.363
LSA,early,8/29/2019 13:00,846.2,31.2,28.7,67.586,75.767,18.4,-0.1988,429.4,43.1,53.1,0.0228,0.0315,4.375
LSA,early,8/29/2019 13:10,723.7,26.2,23.7,67.586,72.955,21.8,-0.1988,370.6,38.1,45.6,0.0235,0.0315,4.363
LSA,early,8/29/2019 13:20,823.7,28.7,28.7,67.5,69.685,23.1,-0.1988,423.1,43.1,51.9,0.0235,0.0322,4.393
LSA,early,8/29/2019 13:30,931.2,33.7,31.2,67.413,71.748,23.7,-0.1988,478.1,49.4,59.4,0.0235,0.0322,4.369
LSA,early,8/29/2019 13:40,981.2,36.2,33.7,67.413,73.99,23.1,-0.1988,504.4,51.9,64.4,0.0235,0.0322,4.363
LSA,early,8/29/2019 13:50,1013.7,38.7,33.7,67.5,74.077,23.6,-0.1988,515.6,53.1,65.6,0.0235,0.033,4.381
LSA,early,8/29/2019 14:00,1131.2,41.2,38.7,67.627,75.204,21.6,-0.1988,574.4,58.1,70.6,0.0235,0.033,4.363
LSA,early,8/29/2019 14:10,2213.7,81.2,73.7,67.757,79.347,22.3,-0.1988,1158.1,111.9,134.4,0.0235,0.033,4.363
LSA,early,8/29/2019 14:20,716.2,26.2,23.7,68.227,80.051,18.2,-0.1988,364.4,39.4,48.1,0.0235,0.033,4.369
LSA,early,8/29/2019 14:30,501.2,18.7,16.2,68.356,69.427,22.2,-0.1988,256.9,28.1,33.1,0.0235,0.033,4.363
LSA,early,8/29/2019 14:40,501.2,18.7,16.2,68.313,67.543,27.6,-0.1988,255.6,26.9,31.9,0.0235,0.033,4.393
LSA,early,8/29/2019 14:50,476.2,16.2,16.2,68.185,67.456,25.5,-0.1988,241.9,24.4,30.6,0.0243,0.033,4.375
LSA,early,8/29/2019 15:00,401.2,13.7,13.7,68.013,66.857,27.5,-0.1988,203.1,20.6,25.6,0.0243,0.033,4.363
LSA,early,8/29/2019 15:10,348.7,11.2,11.2,67.757,65.574,29.9,-0.1988,178.1,18.1,23.1,0.0243,0.0337,4.393
LSA,early,8/29/2019 15:20,413.7,13.7,13.7,67.456,64.974,30,-0.1988,215.6,20.6,26.9,0.0243,0.0337,4.381
LSA,early,8/29/2019 15:30,641.2,21.2,21.2,67.242,67.798,28.6,-0.1988,326.9,33.1,40.6,0.0243,0.0337,4.369
LSA,early,8/29/2019 15:40,776.2,26.2,26.2,67.114,69.386,28.3,-0.1988,394.4,38.1,48.1,0.0243,0.0337,4.393
LSA,early,8/29/2019 15:50,1593.7,48.7,48.7,67.158,74.424,24.7,-0.1988,805.6,69.4,86.9,0.0243,0.0337,4.381
LSA,early,8/29/2019 16:00,1878.7,53.7,53.7,67.413,80.008,21.9,-0.1937,964.4,79.4,101.9,0.025,0.0337,4.369
LSA,early,8/29/2019 16:10,1408.7,38.7,41.2,67.714,71.404,24.8,-0.1988,696.9,55.6,74.4,0.0243,0.0337,4.393
LSA,early,8/29/2019 16:20,476.2,13.7,13.7,67.971,74.077,24.1,-0.1988,221.9,19.4,25.6,0.025,0.0337,4.369
LSA,early,8/29/2019 16:30,1551.2,36.2,41.2,68.056,71.704,28.9,-0.1988,783.1,55.6,78.1,0.025,0.0337,4.363
LSA,early,8/29/2019 16:40,1601.2,36.2,43.7,68.185,73.083,25.1,-0.1988,820.6,58.1,81.9,0.025,0.0337,4.393
LSA,early,8/29/2019 16:50,428.7,11.2,11.2,68.099,68.785,29.9,-0.1988,200.6,16.9,23.1,0.0243,0.0337,4.4
LSA,early,8/29/2019 17:00,1028.7,21.2,26.2,67.971,68.871,30.5,-0.1988,510.6,33.1,49.4,0.025,0.0337,4.363
LSA,early,8/29/2019 17:10,358.7,11.2,11.2,67.757,64.931,34.8,-0.1988,171.9,15.6,19.4,0.025,0.0337,4.393
LSA,early,8/29/2019 17:20,368.7,11.2,11.2,67.543,64.503,32.8,-0.1988,175.6,15.6,20.6,0.025,0.0337,4.381
LSA,early,8/29/2019 17:30,341.2,8.7,8.7,67.285,64.931,36.6,-0.1988,169.4,15.6,19.4,0.025,0.0337,4.369
LSA,early,8/29/2019 17:40,253.7,6.2,6.2,67.028,63.903,38.8,-0.1988,118.1,10.6,13.1,0.025,0.0337,4.393
LSA,early,8/29/2019 17:50,256.2,6.2,6.2,66.729,60.948,41.5,-0.1988,125.6,10.6,14.4,0.025,0.0337,4.381
LSA,early,8/29/2019 18:00,253.7,6.2,6.2,66.429,61.333,43.2,-0.1988,120.6,9.4,13.1,0.025,0.0337,4.375
LSA,early,8/29/2019 18:10,218.7,6.2,6.2,66.13,60.217,51.9,-0.1988,106.9,9.4,11.9,0.025,0.0337,4.369
LSA,early,8/29/2019 18:20,191.2,6.2,6.2,65.872,59.529,53.5,-0.1988,94.4,9.4,11.9,0.025,0.0337,4.381
LSA,early,8/29/2019 18:30,128.7,3.7,3.7,65.574,58.971,52.7,-0.1988,64.4,5.6,6.9,0.025,0.0337,4.381
LSA,early,8/29/2019 18:40,131.2,3.7,3.7,65.316,59.659,52.3,-0.1988,68.1,5.6,8.1,0.025,0.0337,4.369
LSA,early,8/29/2019 18:50,113.7,3.7,3.7,65.017,59.702,40.8,-0.1988,59.4,5.6,6.9,0.025,0.0337,4.381
LSA,early,8/29/2019 19:00,48.7,1.2,1.2,64.717,59.702,36.2,-0.1988,21.9,1.9,1.9,0.025,0.0337,4.375
LSA,early,8/29/2019 19:10,26.2,1.2,1.2,64.332,57.679,42.3,-0.1988,9.4,0.6,0.6,0.025,0.0337,4.369
LSA,early,8/29/2019 19:20,21.2,1.2,1.2,63.99,56.556,41.9,-0.1988,8.1,0.6,0.6,0.025,0.0337,4.363
LSA,early,8/29/2019 19:30,13.7,1.2,1.2,63.648,55.168,47,-0.1988,4.4,0.6,0.6,0.025,0.0337,4.363
LSA,early,8/29/2019 19:40,6.2,1.2,1.2,63.304,57.85,38.2,-0.1988,1.9,0.6,0.6,0.025,0.0337,4.363
LSA,early,8/29/2019 19:50,1.2,1.2,1.2,62.962,56.988,40.5,-0.1988,0.6,0.6,0.6,0.025,0.033,4.363
LSA,early,8/29/2019 20:00,1.2,1.2,1.2,62.62,57.117,39.8,-0.1988,0.6,0.6,0.6,0.025,0.033,4.363
LSA,early,8/29/2019 20:10,1.2,1.2,1.2,62.319,57.807,38.7,-0.1988,0.6,0.6,0.6,0.025,0.033,4.363
LSA,early,8/29/2019 20:20,1.2,1.2,1.2,62.019,57.42,39.8,-0.1988,0.6,0.6,0.6,0.025,0.033,4.363
LSA,early,8/29/2019 20:30,1.2,1.2,1.2,61.761,56.988,41.8,-0.1988,0.6,0.6,0.6,0.025,0.033,4.363
LSA,early,8/29/2019 20:40,1.2,1.2,1.2,61.506,56.556,41,-0.1988,0.6,0.6,0.6,0.025,0.0322,4.363
LSA,early,8/29/2019 20:50,1.2,1.2,1.2,61.248,55.515,41.9,-0.1988,0.6,0.6,0.6,0.025,0.0322,4.363
LSA,early,8/29/2019 21:00,1.2,1.2,1.2,60.991,55.168,43.4,-0.1988,0.6,0.6,0.6,0.025,0.0322,4.363
LSA,early,8/29/2019 21:10,1.2,1.2,1.2,60.733,53.166,46.8,-0.1988,0.6,0.6,0.6,0.025,0.0322,4.363
LSA,early,8/29/2019 21:20,1.2,1.2,1.2,60.474,50.533,52.3,-0.1988,0.6,0.6,0.6,0.025,0.0322,4.363
LSA,early,8/29/2019 21:30,1.2,1.2,1.2,60.174,47.647,62.3,-0.1988,0.6,0.6,0.6,0.025,0.0322,4.363
LSA,early,8/29/2019 21:40,1.2,1.2,1.2,59.916,46.841,61.9,-0.1988,0.6,0.6,0.6,0.025,0.0322,4.363
LSA,early,8/29/2019 21:50,1.2,1.2,1.2,59.616,45.579,63.6,-0.1988,0.6,0.6,0.6,0.025,0.0322,4.363
LSA,early,8/29/2019 22:00,1.2,1.2,1.2,59.272,44.263,66.2,-0.1988,0.6,0.6,0.6,0.025,0.0322,4.363
LSA,early,8/29/2019 22:10,1.2,1.2,1.2,58.971,44.582,65.5,-0.1988,0.6,0.6,0.6,0.025,0.0315,4.363
LSA,early,8/29/2019 22:20,1.2,1.2,1.2,58.626,43.716,66.4,-0.1988,0.6,0.6,0.6,0.025,0.0315,4.363
LSA,early,8/29/2019 22:30,1.2,1.2,1.2,58.325,42.341,69.8,-0.1988,0.6,0.6,0.6,0.025,0.0315,4.363
LSA,early,8/29/2019 22:40,1.2,1.2,1.2,57.979,41.463,71.9,-0.1988,0.6,0.6,0.6,0.025,0.0315,4.363
LSA,early,8/29/2019 22:50,1.2,1.2,1.2,57.636,40.719,73.3,-0.1988,0.6,0.6,0.6,0.0243,0.0315,4.363
LSA,early,8/29/2019 23:00,1.2,1.2,1.2,57.333,41.23,72,-0.1988,0.6,0.6,0.6,0.025,0.0315,4.381
LSA,early,8/29/2019 23:10,1.2,1.2,1.2,56.988,41.693,71.2,-0.1988,0.6,0.6,0.6,0.025,0.0308,4.363
LSA,early,8/29/2019 23:20,1.2,1.2,1.2,56.772,44.764,66.7,-0.1988,0.6,0.6,0.6,0.0243,0.0308,4.363
LSA,early,8/29/2019 23:30,1.2,1.2,1.2,56.556,46.571,63,-0.1988,0.6,0.6,0.6,0.0243,0.0315,4.351
LSA,early,8/29/2019 23:40,1.2,1.2,1.2,56.383,46.391,63.6,-0.1988,0.6,0.6,0.6,0.0243,0.0308,4.351
LSA,early,8/29/2019 23:50,1.2,1.2,1.2,56.251,46.931,65.5,-0.1988,0.6,0.6,0.6,0.0243,0.0308,4.351
LSA,early,8/30/2019 0:00,1.2,1.2,1.2,56.165,46.301,65,-0.1988,0.6,0.6,0.6,0.0243,0.0308,4.351
LSA,early,8/30/2019 0:10,1.2,1.2,1.2,56.035,45.761,66.5,-0.1988,0.6,0.6,0.6,0.0243,0.0308,4.351
LSA,early,8/30/2019 0:20,1.2,1.2,1.2,55.906,44.537,68.1,-0.1988,0.6,0.6,0.6,0.0243,0.0308,4.351
LSA,early,8/30/2019 0:30,1.2,1.2,1.2,55.733,40.951,73,-0.1988,0.6,0.6,0.6,0.0243,0.0308,4.351
LSA,early,8/30/2019 0:40,1.2,1.2,1.2,55.515,39.83,77,-0.1988,0.6,0.6,0.6,0.0243,0.0301,4.351
LSA,early,8/30/2019 0:50,1.2,1.2,1.2,55.256,38.415,78.6,-0.1988,0.6,0.6,0.6,0.0243,0.0301,4.351
LSA,early,8/30/2019 1:00,1.2,1.2,1.2,54.952,37.702,79.9,-0.1988,0.6,0.6,0.6,0.0243,0.0301,4.363
LSA,early,8/30/2019 1:10,1.2,1.2,1.2,54.691,37.609,80.7,-0.1988,0.6,0.6,0.6,0.0243,0.0301,4.351
LSA,early,8/30/2019 1:20,1.2,1.2,1.2,54.43,39.031,77.2,-0.1988,0.6,0.6,0.6,0.0243,0.0301,4.351
LSA,early,8/30/2019 1:30,1.2,1.2,1.2,54.169,39.031,75.4,-0.1988,0.6,0.6,0.6,0.0243,0.0301,4.351
LSA,early,8/30/2019 1:40,1.2,1.2,1.2,53.951,38.653,77.5,-0.1988,0.6,0.6,0.6,0.0235,0.0301,4.351
LSA,early,8/30/2019 1:50,1.2,1.2,1.2,53.69,38.984,76.2,-0.1988,0.6,0.6,0.6,0.0235,0.0301,4.351
LSA,early,8/30/2019 2:00,1.2,1.2,1.2,53.472,37.513,79.1,-0.1988,0.6,0.6,0.6,0.0235,0.0293,4.351
LSA,early,8/30/2019 2:10,1.2,1.2,1.2,53.253,37.369,79.5,-0.1988,0.6,0.6,0.6,0.0235,0.0293,4.351
LSA,early,8/30/2019 2:20,1.2,1.2,1.2,53.035,37.56,79.2,-0.1988,0.6,0.6,0.6,0.0235,0.0293,4.345
LSA,early,8/30/2019 2:30,1.2,1.2,1.2,52.817,37.702,78.4,-0.1988,0.6,0.6,0.6,0.0235,0.0293,4.351
LSA,early,8/30/2019 2:40,1.2,1.2,1.2,52.597,38.464,77.4,-0.1988,0.6,0.6,0.6,0.0235,0.0293,4.345
LSA,early,8/30/2019 2:50,1.2,1.2,1.2,52.423,38.842,76.2,-0.1988,0.6,0.6,0.6,0.0235,0.0293,4.345
LSA,early,8/30/2019 3:00,1.2,1.2,1.2,52.246,37.893,77.4,-0.1988,0.6,0.6,0.6,0.0235,0.0293,4.345
LSA,early,8/30/2019 3:10,1.2,1.2,1.2,52.072,37.081,78.4,-0.1988,0.6,0.6,0.6,0.0235,0.0293,4.345
LSA,early,8/30/2019 3:20,1.2,1.2,1.2,51.852,35.879,82.3,-0.1988,0.6,0.6,0.6,0.0235,0.0293,4.345
LSA,early,8/30/2019 3:30,1.2,1.2,1.2,51.678,36.747,81.3,-0.1988,0.6,0.6,0.6,0.0228,0.0293,4.339
LSA,early,8/30/2019 3:40,1.2,1.2,1.2,51.501,37.369,79.8,-0.1988,0.6,0.6,0.6,0.0228,0.0293,4.345
LSA,early,8/30/2019 3:50,1.2,1.2,1.2,51.325,37.321,79.4,-0.1988,0.6,0.6,0.6,0.0228,0.0286,4.339
LSA,early,8/30/2019 4:00,1.2,1.2,1.2,51.148,35.055,84,-0.1988,0.6,0.6,0.6,0.0228,0.0286,4.339
LSA,early,8/30/2019 4:10,1.2,1.2,1.2,50.974,34.565,85.1,-0.1988,0.6,0.6,0.6,0.0228,0.0286,4.339
LSA,early,8/30/2019 4:20,1.2,1.2,1.2,50.797,34.907,86.4,-0.1988,0.6,0.6,0.6,0.0228,0.0286,4.339
LSA,early,8/30/2019 4:30,1.2,1.2,1.2,50.576,33.485,87.2,-0.1988,0.6,0.6,0.6,0.0228,0.0286,4.339
LSA,early,8/30/2019 4:40,1.2,1.2,1.2,50.4,34.32,88.6,-0.1988,0.6,0.6,0.6,0.0228,0.0286,4.339
LSA,early,8/30/2019 4:50,1.2,1.2,1.2,50.223,35.006,86.7,-0.1988,0.6,0.6,0.6,0.0228,0.0286,4.339
LSA,early,8/30/2019 5:00,1.2,1.2,1.2,50.047,35.589,85.1,-0.1988,0.6,0.6,0.6,0.0228,0.0286,4.339
LSA,early,8/30/2019 5:10,1.2,1.2,1.2,49.914,34.371,87.1,-0.1988,0.6,0.6,0.6,0.0228,0.0286,4.339
LSA,early,8/30/2019 5:20,1.2,1.2,1.2,49.737,34.957,85.8,-0.1988,0.6,0.6,0.6,0.0228,0.0286,4.339
LSA,early,8/30/2019 5:30,1.2,1.2,1.2,49.561,34.223,87.3,-0.1988,0.6,0.6,0.6,0.0228,0.0279,4.339
LSA,early,8/30/2019 5:40,1.2,1.2,1.2,49.428,34.81,87.4,-0.1988,0.6,0.6,0.6,0.0228,0.0279,4.339
LSA,early,8/30/2019 5:50,1.2,1.2,1.2,49.294,33.633,87.7,-0.1988,0.6,0.6,0.6,0.0228,0.0279,4.339
LSA,early,8/30/2019 6:00,1.2,1.2,1.2,49.116,33.485,88.9,-0.1988,0.6,0.6,0.6,0.0221,0.0279,4.339
LSA,early,8/30/2019 6:10,1.2,1.2,1.2,48.983,32.392,90.3,-0.1988,0.6,0.6,0.6,0.0221,0.0279,4.339
LSA,early,8/30/2019 6:20,1.2,1.2,1.2,48.805,32.293,91.5,-0.1988,0.6,0.6,0.6,0.0221,0.0279,4.339
LSA,early,8/30/2019 6:30,3.7,1.2,1.2,48.672,32.79,91.1,-0.1988,1.9,0.6,0.6,0.0228,0.0279,4.339
LSA,early,8/30/2019 6:40,13.7,1.2,1.2,48.493,33.928,89.9,-0.1988,4.4,0.6,0.6,0.0221,0.0279,4.339
LSA,early,8/30/2019 6:50,28.7,1.2,1.2,48.405,33.978,88.9,-0.1988,8.1,0.6,0.6,0.0221,0.0279,4.339
LSA,early,8/30/2019 7:00,41.2,1.2,1.2,48.272,33.879,87.4,-0.1988,11.9,0.6,0.6,0.0221,0.0279,4.339
LSA,early,8/30/2019 7:10,51.2,1.2,1.2,48.137,33.633,90.7,-0.1988,14.4,0.6,0.6,0.0221,0.0279,4.351
LSA,early,8/30/2019 7:20,61.2,1.2,1.2,48.049,33.879,90.4,-0.1988,16.9,0.6,0.6,0.0221,0.0279,4.363
LSA,early,8/30/2019 7:30,68.7,1.2,1.2,47.959,35.541,89,-0.1988,19.4,0.6,0.6,0.0221,0.0272,4.393
LSA,early,8/30/2019 7:40,78.7,1.2,1.2,47.914,35.782,88.2,-0.1988,21.9,0.6,0.6,0.0221,0.0272,4.4
LSA,early,8/30/2019 7:50,86.2,1.2,1.2,47.871,36.554,88.3,-0.1988,24.4,0.6,1.9,0.0221,0.0272,4.381
LSA,early,8/30/2019 8:00,96.2,1.2,1.2,47.871,37.56,88,-0.1988,28.1,1.9,1.9,0.0221,0.0272,4.418
LSA,early,8/30/2019 8:10,131.2,3.7,3.7,47.871,38.842,86.7,-0.1988,46.9,4.4,4.4,0.0221,0.0272,4.381
LSA,early,8/30/2019 8:20,221.2,8.7,8.7,47.914,41.787,84.3,-0.1988,96.9,11.9,14.4,0.0221,0.0272,4.393
LSA,early,8/30/2019 8:30,231.2,8.7,8.7,48.094,46.391,75.1,-0.1988,99.4,11.9,15.6,0.0214,0.0272,4.393
LSA,early,8/30/2019 8:40,731.2,36.2,41.2,48.45,55.906,57.2,-0.1988,360.6,59.4,80.6,0.0221,0.0272,4.4
LSA,early,8/30/2019 8:50,788.7,38.7,41.2,49.028,59.315,48.5,-0.1988,385.6,61.9,83.1,0.0221,0.0272,4.393
LSA,early,8/30/2019 9:00,858.7,41.2,43.7,49.87,65.23,40.1,-0.1988,421.9,65.6,86.9,0.0221,0.0279,4.363
LSA,early,8/30/2019 9:10,933.7,43.7,46.2,50.752,71.361,35,-0.1988,455.6,69.4,90.6,0.0221,0.0272,4.393
LSA,early,8/30/2019 9:20,1003.7,46.2,46.2,51.721,74.206,32.4,-0.1988,491.9,71.9,93.1,0.0221,0.0279,4.369
LSA,early,8/30/2019 9:30,1071.2,48.7,48.7,52.641,74.338,29.1,-0.1988,523.1,74.4,95.6,0.0221,0.0279,4.393
LSA,early,8/30/2019 9:40,1148.7,51.2,51.2,53.559,75.594,31,-0.1988,558.1,76.9,98.1,0.0221,0.0279,4.393
LSA,early,8/30/2019 9:50,1208.7,53.7,51.2,54.387,76.375,32,-0.1988,586.9,79.4,100.6,0.0221,0.0279,4.363
LSA,early,8/30/2019 10:00,1001.2,43.7,41.2,55.168,75.117,26.7,-0.1988,473.1,63.1,75.6,0.0221,0.0279,4.393
LSA,early,8/30/2019 10:10,1338.7,61.2,53.7,55.906,76.942,27.9,-0.1988,649.4,84.4,104.4,0.0221,0.0279,4.363
LSA,early,8/30/2019 10:20,1421.2,63.7,56.2,56.728,73.04,27,-0.1988,691.9,88.1,108.1,0.0221,0.0279,4.369
LSA,early,8/30/2019 10:30,1508.7,68.7,61.2,57.592,77.859,26.1,-0.1988,731.9,93.1,113.1,0.0221,0.0279,4.363
LSA,early,8/30/2019 10:40,1528.7,68.7,58.7,58.455,73.299,28.2,-0.1988,741.9,93.1,110.6,0.0221,0.0279,4.478
LSA,early,8/30/2019 10:50,1581.2,71.2,58.7,59.315,74.943,28.5,-0.1988,766.9,94.4,111.9,0.0221,0.0286,4.375
LSA,early,8/30/2019 11:00,1661.2,73.7,61.2,60.26,76.854,27.5,-0.1988,805.6,98.1,115.6,0.0221,0.0286,4.363
LSA,early,8/30/2019 11:10,1796.2,76.2,66.2,61.119,80.713,25.1,-0.1988,878.1,104.4,121.9,0.0221,0.0293,4.369
LSA,early,8/30/2019 11:20,2106.2,91.2,76.2,62.105,87.3,21.5,-0.1988,1078.1,124.4,145.6,0.0221,0.0293,4.363
LSA,early,8/30/2019 11:30,683.7,26.2,23.7,62.577,71.017,31.2,-0.1988,345.6,36.9,44.4,0.0221,0.0293,4.369
LSA,early,8/30/2019 11:40,681.2,26.2,23.7,62.875,66.429,35.2,-0.1988,340.6,36.9,45.6,0.0221,0.0301,4.363
LSA,early,8/30/2019 11:50,1398.7,58.7,51.2,62.962,68.785,35.3,-0.1988,688.1,76.9,90.6,0.0221,0.0301,4.381
LSA,early,8/30/2019 12:00,2456.2,103.7,86.2,63.219,72.48,30.8,-0.1988,1239.4,138.1,158.1,0.0221,0.0301,4.363
LSA,early,8/30/2019 12:10,806.2,31.2,28.7,63.648,69.685,33.2,-0.1988,408.1,43.1,53.1,0.0221,0.0301,4.381
LSA,early,8/30/2019 12:20,761.2,28.7,26.2,63.648,65.788,35.9,-0.1988,381.9,39.4,48.1,0.0221,0.0308,4.363
LSA,early,8/30/2019 12:30,691.2,26.2,23.7,63.732,66.643,33.8,-0.1988,343.1,34.4,41.9,0.0228,0.0308,4.393
LSA,early,8/30/2019 12:40,658.7,23.7,21.2,63.689,65.059,33.9,-0.1988,319.4,33.1,39.4,0.0228,0.0308,4.369
LSA,early,8/30/2019 12:50,1616.2,63.7,53.7,63.732,70.587,30.2,-0.1988,794.4,80.6,93.1,0.0228,0.0308,4.363
LSA,early,8/30/2019 13:00,1143.7,41.2,36.2,64.033,85.577,23,-0.1988,560.6,54.4,64.4,0.0228,0.0315,4.381
LSA,early,8/30/2019 13:10,668.7,23.7,23.7,64.332,71.834,29.1,-0.1988,341.9,35.6,44.4,0.0228,0.0315,4.363
LSA,early,8/30/2019 13:20,1141.2,43.7,38.7,64.589,71.274,29.8,-0.1988,563.1,58.1,69.4,0.0228,0.0315,4.393
LSA,early,8/30/2019 13:30,1986.2,76.2,66.2,64.931,74.64,30.3,-0.1988,1004.4,100.6,115.6,0.0228,0.0315,4.369
LSA,early,8/30/2019 13:40,766.2,26.2,23.7,65.359,80.139,25,-0.1988,344.4,33.1,38.1,0.0228,0.0322,4.472
LSA,early,8/30/2019 13:50,2051.2,76.2,66.2,65.829,82.53,22.5,-0.1988,1055.6,100.6,116.9,0.0228,0.0315,4.369
LSA,early,8/30/2019 14:00,2331.2,86.2,73.7,66.472,80.89,23.3,-0.1988,1206.9,115.6,134.4,0.0228,0.0322,4.363
